Id,Level,Topic,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData
FBB35,4,Classification,Pick the different one.,Mars,Asia,Venus,Jupiter,Asia,MCQ,
FBB36,4,Classification,Which one is different?,Train,House,Bus,Airplane,House,MCQ,
FBB37,4,Classification,Which one does not belong?,Hand,Book,Eye,Ear,Book,MCQ,
FBB38,4,Classification,Find the odd one out.,Juice,Water,Milk,Stone,Stone,MCQ,
FBB39,4,Classification,Which one is not like the others?,Dancing,Cricket,Football,Badminton,Dancing,MCQ,
FBB40,4,Classification,Pick the different one.,Spinach,Banana,Grapes,Apple,Spinach,MCQ,
FBB41,5,Classification,Which one is different?,Sailor,Teacher,Driver,Pilot,Teacher,MCQ,
FBB42,5,Classification,Which one does not belong?,Iron,Wood,Gold,Silver,Wood,MCQ,
FBB43,5,Classification,Find the odd one out.,Circle,Book,Square,Triangle,Book,MCQ,
FBB44,5,Classification,Which one is not like the others?,2,4,7,6,7,MCQ,
FBB45,5,Classification,Pick the different one.,Shirt,Pant,Car,Hat,Car,MCQ,
FBB46,5,Classification,Which one is different?,Butterfly,Bat,Cat,Bird,Cat,MCQ,
FBB47,5,Classification,Which one does not belong?,Spring,Summer,Monday,Winter,Monday,MCQ,
FBB48,5,Classification,Find the odd one out.,Mouse,Monitor,Keyboard,Apple,Apple,MCQ,
FBB49,5,Classification,Which one is not like the others?,Blue,Elephant,Red,Green,Elephant,MCQ,
FBB50,5,Classification,Pick the different one.,Dhaka,Asia,Africa,Europe,Dhaka,MCQ,
FBB51,6,Classification,Which one is different?,Parrot,Dog,Cat,Rabbit,Parrot,MCQ,
FBB52,6,Classification,Which one does not belong?,Notebook,Apple,Pencil,Book,Apple,MCQ,
FBB53,6,Classification,Find the odd one out.,Cloud,Sun,Moon,Star,Cloud,MCQ,
FBB54,6,Classification,Which one is not like the others?,Circle,Blue,Green,Red,Circle,MCQ,
FBB55,6,Classification,Pick the different one.,Bus,Car,Bicycle,Chair,Chair,MCQ,
FBB56,6,Classification,Which one is different?,Rose,Tulip,Potato,Lotus,Potato,MCQ,
FBB57,6,Classification,Which one does not belong?,1,8,3,5,8,MCQ,
FBB58,6,Classification,Find the odd one out.,Tiger,Cow,Sheep,Goat,Tiger,MCQ,
FBB59,6,Classification,Which one is not like the others?,Book,Juice,Tea,Coffee,Book,MCQ,
FBB60,6,Classification,Pick the different one.,Table,Leg,Hand,Eye,Table,MCQ,
FBB61,7,Classification,Which one is different?,Football,Cricket,Tennis,Singing,Singing,MCQ,
FBB62,7,Classification,Which one does not belong?,Gold,Copper,Plastic,Iron,Plastic,MCQ,
FBB63,7,Classification,Find the odd one out.,Mango,Banana,Pencil,Apple,Pencil,MCQ,
FBB64,7,Classification,Which one is not like the others?,Engineer,Doctor,Lion,Teacher,Lion,MCQ,
FBB65,7,Classification,Pick the different one.,April,January,Monday,February,Monday,MCQ,
FBB66,7,Classification,Which one is different?,Venus,Mars,Earth,Atlantic,Atlantic,MCQ,
FBB67,7,Classification,Which one does not belong?,Sofa,Table,Chair,Cat,Cat,MCQ,
FBB68,7,Classification,Find the odd one out.,Ball,Shirt,Shoe,Pant,Ball,MCQ,
FBB69,7,Classification,Which one is not like the others?,Eagle,Crow,Fish,Sparrow,Fish,MCQ,
FBB70,7,Classification,Pick the different one.,Square,Orange,Triangle,Rectangle,Orange,MCQ,
FBB71,8,Classification,Which one is different?,Egg,Bread,Rice,Stone,Stone,MCQ,
FBB72,8,Classification,Which one does not belong?,Car,Keyboard,Monitor,Mouse,Car,MCQ,
FBB73,8,Classification,Find the odd one out.,Tiger,Bear,Parrot,Lion,Parrot,MCQ,
FBB74,8,Classification,Which one is not like the others?,10,20,30,35,35,MCQ,
FBB75,8,Classification,Pick the different one.,Dhaka,Nepal,Bangladesh,India,Dhaka,MCQ,
FBB76,8,Classification,Which one is different?,Square,Triangle,Rectangle,Circle,Circle,MCQ,
FBB77,8,Classification,Which one does not belong?,Moon,Mars,Jupiter,Earth,Moon,MCQ,
FBB78,8,Classification,Find the odd one out.,7,5,3,8,8,MCQ,
FBB79,8,Classification,Which one is not like the others?,Nitrogen,Gold,Carbon Dioxide,Oxygen,Gold,MCQ,
FBB80,8,Classification,Pick the different one.,Mouse,Keyboard,TV,Monitor,TV,MCQ,
FBB81,9,Classification,Which one is different?,Newton,Shakespeare,Bangladesh,Einstein,Bangladesh,MCQ,
FBB82,9,Classification,Which one does not belong?,Lungs,Heart,Eye,Brain,Eye,MCQ,
FBB83,9,Classification,Find the odd one out.,Amazon,Jamuna,Nile,Everest,Everest,MCQ,
FBB84,9,Classification,Which one is not like the others?,Copper,Plastic,Silver,Iron,Plastic,MCQ,
FBB85,9,Classification,Pick the different one.,Sphere,Pentagon,Square,Triangle,Sphere,MCQ,
FBB86,9,Classification,Which one is different?,April,Tuesday,September,June,Tuesday,MCQ,
FBB87,9,Classification,Which one does not belong?,Grammar,Science,Football,Math,Football,MCQ,
FBB88,9,Classification,Find the odd one out.,Flower,Root,Leaf,Stem,Root,MCQ,
FBB89,9,Classification,Which one is not like the others?,Dolphin,Crocodile,Whale,Shark,Crocodile,MCQ,
FBB90,9,Classification,Pick the different one.,Newspaper,Book,Painting,Magazine,Painting,MCQ,
FBB91,10,Classification,Which one is different?,Wednesday,Friday,January,Monday,January,MCQ,
FBB92,10,Classification,Which one does not belong?,25,28,6,12,25,MCQ,
FBB93,10,Classification,Find the odd one out.,Cylinder,Rectangle,Cube,Sphere,Rectangle,MCQ,
FBB94,10,Classification,Which one is not like the others?,Carrot,Spinach,Apple,Cabbage,Apple,MCQ,
FBB95,10,Classification,Pick the different one.,Nurse,Teacher,Doctor,,Teacher,MCQ,
FBB96,10,Classification,Which one is different?,Europe,China,Africa,Asia,China,MCQ,
FBB97,10,Classification,Which one does not belong?,Piano,Football,Guitar,Violin,Football,MCQ,
FBB98,10,Classification,Find the odd one out.,Water,Milk,Bread,Juice,Bread,MCQ,
FBB99,10,Classification,Which one is not like the others?,2,8,4,7,7,MCQ,
FBB100,10,Classification,Pick the different one.,Mercury,Venus,Sun,Saturn,Sun,MCQ,
FBB101,11,Analogy,Bird is to Fly as Fish is to ____,Run,Swim,Jump,Walk,Swim,MCQ,
FBB102,11,Analogy,Cat is to Kitten as Dog is to ____,Puppy,Foal,Cub,Calf,Puppy,MCQ,
FBB103,11,Analogy,Hand is to Glove as Foot is to ____,Shirt,Belt,Shoe,Hat,Shoe,MCQ,
FBB104,11,Analogy,Book is to Read as Food is to ____,Eat,Sleep,Write,Throw,Eat,MCQ,
FBB105,11,Analogy,Eye is to See as Ear is to ____,Taste,Smell,Touch,Hear,Hear,MCQ,
FBB106,11,Analogy,Teacher is to School as Doctor is to ____,Bank,Library,Market,Hospital,Hospital,MCQ,
FBB107,11,Analogy,Bird is to Nest as Lion is to ____,Den,Hive,Burrow,Stable,Den,MCQ,
FBB108,11,Analogy,Puppy is to Dog as Kitten is to ____,Bird,Cat,Cow,Horse,Cat,MCQ,
FBB109,11,Analogy,Hot is to Cold as Day is to ____,Night,Morning,Sun,Light,Night,MCQ,
FBB110,11,Analogy,Pen is to Write as Knife is to ____,Draw,Cut,Sing,Read,Cut,MCQ,
FBB111,12,Analogy,Plant is to Water as Fire is to ____,Ice,Wood,Air,Fuel,Fuel,MCQ,
FBB112,12,Analogy,Finger is to Hand as Toe is to ____,Foot,Leg,Head,Arm,Foot,MCQ,
FBB113,12,Analogy,Cow is to Calf as Goat is to ____,Chick,Puppy,Foal,Kid,Kid,MCQ,
FBB114,12,Analogy,Car is to Road as Boat is to ____,Bridge,Sky,Track,Water,Water,MCQ,
FBB115,12,Analogy,Smile is to Happy as Cry is to ____,Excited,Sad,Funny,Angry,Sad,MCQ,
FBB116,12,Analogy,Doctor is to Patient as Teacher is to ____,Patient,School,Student,Book,Student,MCQ,
FBB117,12,Analogy,Clock is to Time as Thermometer is to ____,Speed,Weight,Distance,Temperature,Temperature,MCQ,
FBB118,12,Analogy,Knife is to Cut as Pen is to ____,Open,Write,Draw,Erase,Write,MCQ,
FBB119,12,Analogy,Leaf is to Tree as Petal is to ____,Seed,Flower,Root,Branch,Flower,MCQ,
FBB120,12,Analogy,Chicken is to Egg as Plant is to ____,Root,Flower,Seed,Leaf,Seed,MCQ,
FBB121,13,Analogy,King is to Queen as Man is to ____,Brother,Boy,Child,Woman,Woman,MCQ,
FBB122,13,Analogy,Water is to Thirst as Food is to ____,Cold,Energy,Hunger,Sleep,Hunger,MCQ,
FBB123,13,Analogy,Wheel is to Car as Wing is to ____,Train,Bicycle,Boat,Plane,Plane,MCQ,
FBB124,13,Analogy,Cow is to Milk as Hen is to ____,Egg,Feather,Meat,Water,Egg,MCQ,
FBB125,13,Analogy,School is to Student as Hospital is to ____,Teacher,Medicine,Doctor,Patient,Patient,MCQ,
FBB126,13,Analogy,Book is to Library as Animal is to ____,Zoo,Forest,Home,Farm,Zoo,MCQ,
FBB127,13,Analogy,Flower is to Garden as Fish is to ____,Desert,Aquarium,Nest,Forest,Aquarium,MCQ,
FBB128,13,Analogy,Egg is to Chicken as Seed is to ____,Plant,Tree,Leaf,Flower,Plant,MCQ,
FBB129,13,Analogy,Car is to Drive as Boat is to ____,Jump,Fly,Run,Sail,Sail,MCQ,
FBB130,13,Analogy,Teacher is to Teach as Doctor is to ____,Cure,Build,Write,Sell,Cure,MCQ,
FBB131,14,Analogy,Fire is to Heat as Ice is to ____,Light,Water,Smoke,Cold,Cold,MCQ,
FBB132,14,Analogy,Earth is to Planet as Sun is to ____,Cloud,Stone,Star,Moon,Star,MCQ,
FBB133,14,Analogy,Apple is to Fruit as Carrot is to ____,Seed,Flower,Vegetable,Plant,Vegetable,MCQ,
FBB134,14,Analogy,Clock is to Hours as Calendar is to ____,Books,Months,Numbers,Colors,Months,MCQ,
FBB135,14,Analogy,Foot is to Walk as Mouth is to ____,Touch,See,Speak,Hear,Speak,MCQ,
FBB136,14,Analogy,Caterpillar is to Butterfly as Tadpole is to ____,Bird,Frog,Snake,Fish,Frog,MCQ,
FBB137,14,Analogy,Pilot is to Airplane as Driver is to ____,Train,Car,Boat,Bicycle,Car,MCQ,
FBB138,14,Analogy,Wood is to Tree as Wool is to ____,Plastic,Cow,Sheep,Glass,Sheep,MCQ,
FBB139,14,Analogy,Smile is to Happiness as Tears are to ____,Anger,Joy,Sadness,Fear,Sadness,MCQ,
FBB140,14,Analogy,Chapter is to Book as Scene is to ____,Picture,Story,Movie,Paper,Movie,MCQ,
FBB141,15,Analogy,Knife is to Kitchen as Bed is to ____,Office,Bedroom,Garden,School,Bedroom,MCQ,
FBB142,15,Analogy,Bee is to Honey as Cow is to ____,Milk,Meat,Grass,Water,Milk,MCQ,
FBB143,15,Analogy,Small is to Tiny as Big is to ____,Long,Fast,Huge,Short,Huge,MCQ,
FBB144,15,Analogy,Hand is to Hold as Feet are to ____,Write,Eat,Sleep,Walk,Walk,MCQ,
FBB145,15,Analogy,Moon is to Night as Sun is to ____,Rain,Day,Star,Cloud,Day,MCQ,
FBB146,15,Analogy,Sheep is to Wool as Silkworm is to ____,Cotton,Silk,Leather,Wood,Silk,MCQ,
FBB147,15,Analogy,Carpenter is to Wood as Potter is to ____,Glass,Iron,Clay,Paper,Clay,MCQ,
FBB148,15,Analogy,Question is to Answer as Problem is to ____,Solution,Game,Story,Number,Solution,MCQ,
FBB149,15,Analogy,Heart is to Blood as Pump is to ____,Book,Water,Stone,Air,Water,MCQ,
FBB150,15,Analogy,Gloves are to Hands as Socks are to ____,Ears,Feet,Arms,Head,Feet,MCQ,
FBB151,16,Analogy,Book is to Knowledge as Food is to ____,Water,Cooking,Hunger,Energy,Energy,MCQ,
FBB152,16,Analogy,Seed is to Plant as Egg is to ____,Bird,Animal,Leaf,Tree,Bird,MCQ,
FBB153,16,Analogy,Keyboard is to Computer as Steering Wheel is to ____,Train,Car,Boat,Bicycle,Car,MCQ,
FBB154,16,Analogy,Eye is to Vision as Brain is to ____,Run,Hear,Walk,Think,Think,MCQ,
FBB155,16,Analogy,Author is to Book as Painter is to ____,Song,Building,Painting,Movie,Painting,MCQ,
FBB156,16,Analogy,Oxygen is to Breathing as Food is to ____,Growth,Energy,Sleep,Digestion,Energy,MCQ,
FBB157,16,Analogy,Clock is to Time as Scale is to ____,Height,Weight,Speed,Temperature,Weight,MCQ,
FBB158,16,Analogy,Student is to Learn as Athlete is to ____,Compete,Read,Sleep,Write,Compete,MCQ,
FBB159,16,Analogy,Library is to Books as Museum is to ____,Animals,Plants,Artifacts,Food,Artifacts,MCQ,
FBB160,16,Analogy,Tree is to Forest as Star is to ____,River,Sky,Mountain,Ocean,Sky,MCQ,
FBB161,17,Analogy,Doctor is to Hospital as Teacher is to ____,Factory,Market,School,Office,School,MCQ,
FBB162,17,Analogy,Water is to Liquid as Ice is to ____,Solid,Cold,Heat,Gas,Solid,MCQ,
FBB163,17,Analogy,Grammar is to Language as Rules are to ____,Travel,Food,Music,Game,Game,MCQ,
FBB164,17,Analogy,Engine is to Car as Heart is to ____,Computer,Tree,House,Body,Body,MCQ,
FBB165,17,Analogy,Compass is to Direction as Clock is to ____,Time,Weight,Distance,Speed,Time,MCQ,
FBB166,17,Analogy,Finger is to Hand as Branch is to ____,Root,Tree,Flower,Leaf,Tree,MCQ,
FBB167,17,Analogy,Fire is to Burn as Water is to ____,Flow,Cook,Drink,Freeze,Drink,MCQ,
FBB168,17,Analogy,Question is to Curiosity as Challenge is to ____,Growth,Fear,Learning,Problem,Growth,MCQ,
FBB169,17,Analogy,Keyboard is to Typing as Camera is to ____,Photography,Listening,Watching,Reading,Photography,MCQ,
FBB170,17,Analogy,Root is to Tree as Foundation is to ____,Road,House,Building,Bridge,Building,MCQ,
FBB171,18,Analogy,Memory is to Brain as Strength is to ____,Bone,Skin,Muscle,Blood,Muscle,MCQ,
FBB172,18,Analogy,Battery is to Phone as Fuel is to ____,Chair,House,Car,Book,Car,MCQ,
FBB173,18,Analogy,Earthquake is to Ground as Flood is to ____,Rain,Sea,Cloud,Water,Water,MCQ,
FBB174,18,Analogy,Chapter is to Book as Episode is to ____,Picture,Movie,Letter,Series,Series,MCQ,
FBB175,18,Analogy,Sound is to Ear as Light is to ____,Hand,Nose,Eye,Ear,Eye,MCQ,
FBB176,18,Analogy,Pen is to Write as Knife is to ____,Draw,Eat,Cut,Paint,Cut,MCQ,
FBB177,18,Analogy,Sun is to Day as Moon is to ____,Star,Light,Sky,Night,Night,MCQ,
FBB178,18,Analogy,Teacher is to School as Doctor is to ____,Hospital,Garden,Chair,Book,Hospital,MCQ,
FBB179,18,Analogy,Bird is to Fly as Fish is to ____,Walk,Swim,Run,Jump,Swim,MCQ,
FBB180,18,Analogy,Eye is to See as Ear is to ____,Talk,Write,Hear,Walk,Hear,MCQ,
FBB181,19,Cause and Effect,Why do plants need sunlight?,To sleep,To make food,To become taller instantly,To move,To make food,MCQ,
FBB182,19,Cause and Effect,Why do we need to drink water?,To change color,To become stronger instantly,To stay hydrated,To stop sleeping,To stay hydrated,MCQ,
FBB183,19,Cause and Effect,Why do we wear warm clothes in winter?,To run faster,To grow taller,To stay warm,To become healthy,To stay warm,MCQ,
FBB184,19,Cause and Effect,Why do we need food?,To stop growing,To become invisible,To get energy,To change our voice,To get energy,MCQ,
FBB185,19,Cause and Effect,Why do we breathe oxygen?,For our body to work,To make our hair grow,To change our height,To sleep better,For our body to work,MCQ,
FBB186,19,Cause and Effect,Why do plants need water?,For growth,To fly,To make noise,To move around,For growth,MCQ,
FBB187,19,Cause and Effect,Why does ice melt when heated?,Because it gets colder,Because it disappears,Because it becomes heavier,Because it gets warm,Because it gets warm,MCQ,
FBB188,19,Cause and Effect,Why do we use an umbrella in rain?,To stay dry,To become taller,To make wind,To see better,To stay dry,MCQ,
FBB189,19,Cause and Effect,Why do we brush our teeth?,To change teeth color,To make teeth longer,To stop eating,To keep teeth clean,To keep teeth clean,MCQ,
FBB190,19,Cause and Effect,Why do leaves fall from some trees?,Because of sunlight only,Because trees move,Because leaves can walk,Seasonal changes,Seasonal changes,MCQ,
FBB191,20,Cause and Effect,Why do shadows appear?,Because light is blocked,Because objects become dark,Because air stops,Because water moves,Because light is blocked,MCQ,
FBB192,20,Cause and Effect,Why do we study books?,To waste time,To stop thinking,To learn new things,To make books heavy,To learn new things,MCQ,
FBB193,20,Cause and Effect,Why do animals need food?,To fly,For energy and survival,To become humans,To change color,For energy and survival,MCQ,
FBB194,20,Cause and Effect,Why does a plant die without water?,Because it cannot grow,Because it moves away,Because it becomes a stone,Because it gets cold,Because it cannot grow,MCQ,
FBB195,20,Cause and Effect,Why do we recycle materials?,To stop using things,To waste resources,To make more pollution,To reduce waste,To reduce waste,MCQ,
FBB196,20,Cause and Effect,Why do we need sleep?,To rest the body and brain,To stop growing,To become smaller,To avoid learning,To rest the body and brain,MCQ,
FBB197,20,Cause and Effect,Why do birds have wings?,To dig soil,To swim underwater,To fly,To walk slowly,To fly,MCQ,
FBB198,20,Cause and Effect,Why do we plant trees?,To get oxygen and protect nature,To make the sky dark,To remove all animals,To stop rain,To get oxygen and protect nature,MCQ,
FBB199,20,Cause and Effect,Why does rain happen?,Water in clouds falls as rain.,Because the sun disappears,Because trees make water,Because rivers move upward,Water in clouds falls as rain.,MCQ,
FBB200,20,Cause and Effect,Why do we use a thermometer?,To measure temperature,To measure distance,To measure speed,To measure weight,To measure temperature,MCQ,
FBB201,21,Cause and Effect,Why do metals expand when heated?,They disappear,They become water,Particles move more,They become lighter,Particles move more,MCQ,
FBB202,21,Cause and Effect,Why do we need exercise?,To avoid movement,To stop breathing,To keep the body healthy,To lose all energy,To keep the body healthy,MCQ,
FBB203,21,Cause and Effect,Why does a ball fall when dropped?,Because of gravity,Because it is afraid,Because it becomes smaller,Because of wind,Because of gravity,MCQ,
FBB204,21,Cause and Effect,Why do we need a balanced diet?,To eat only sweets,To stop growing,To avoid water,To get different nutrients,To get different nutrients,MCQ,
FBB205,21,Cause and Effect,Why do fish live in water?,They need water to survive,They need trees,They cannot see land,They need sunlight only,They need water to survive,MCQ,
FBB206,21,Cause and Effect,Why does a plant grow toward sunlight?,It wants to move,It dislikes water,Sunlight helps it make food,It becomes heavier,Sunlight helps it make food,MCQ,
FBB207,21,Cause and Effect,Why do we see lightning before hearing thunder?,Light travels faster than sound,Sound is stronger than light,Clouds stop sound,Thunder happens first,Light travels faster than sound,MCQ,
FBB208,21,Cause and Effect,Why do fruits become ripe?,They naturally change as they grow,They stop growing,They become smaller instantly,They lose all water,They naturally change as they grow,MCQ,
FBB209,21,Cause and Effect,Why do we wear sunglasses on a sunny day?,To make sunlight stronger,To protect our eyes,To increase heat,To see in darkness,To protect our eyes,MCQ,
FBB210,21,Cause and Effect,Why does a candle go out when covered?,It loses color,It becomes colder instantly,It lacks oxygen,It becomes bigger,It lacks oxygen,MCQ,
FBB211,22,Cause and Effect,Why do we use a map?,To make roads longer,To change weather,To find locations,To measure temperature,To find locations,MCQ,
FBB212,22,Cause and Effect,Why do plants release oxygen?,As part of photosynthesis,Because they need no water,Because they breathe like humans,Because they need darkness,As part of photosynthesis,MCQ,
FBB213,22,Cause and Effect,Why does a wet cloth dry in sunlight?,Cloth absorbs sunlight,Water becomes ice,Cloth disappears,Water dries in the sun.,Water dries in the sun.,MCQ,
FBB214,22,Cause and Effect,Why do we have bones?,To change our color,To support and protect the body,To stop movement,To make us invisible,To support and protect the body,MCQ,
FBB215,22,Cause and Effect,Why does a plant need roots?,To absorb water and nutrients,To move around,To make sounds,To fly,To absorb water and nutrients,MCQ,
FBB216,22,Cause and Effect,Why do we see stars at night?,Stars move closer to Earth,The moon creates stars,The sky becomes dark enough to see them,Stars appear only at night,The sky becomes dark enough to see them,MCQ,
FBB217,22,Cause and Effect,Why do animals adapt to their environment?,To survive better,To change into plants,To become humans,To stop eating,To survive better,MCQ,
FBB218,22,Cause and Effect,Why does a magnet attract iron?,Because it produces water,Because of sunlight,Because iron is alive,Because of magnetic force,Because of magnetic force,MCQ,
FBB219,22,Cause and Effect,Why do we need air?,To stop movement,To create darkness,For breathing and survival,To make objects heavy,For breathing and survival,MCQ,
FBB220,22,Cause and Effect,Why does a rainbow appear after rain?,Light passes through water drops,Rain creates colors directly,The sun disappears,Clouds become colorful,Light passes through water drops,MCQ,
FBB221,23,Cause and Effect,Why do birds build nests?,To catch sunlight,To change their color,To store water,To protect their eggs and babies,To protect their eggs and babies,MCQ,
FBB222,23,Cause and Effect,Why does food spoil?,Food becomes stronger,It turns into water,Germs grow over time,It gets more energy,Germs grow over time,MCQ,
FBB223,23,Cause and Effect,Why do we need doctors?,To teach math,To help treat illness,To build houses,To make food,To help treat illness,MCQ,
FBB224,23,Cause and Effect,Why do plants grow slowly compared to humans?,They cannot breathe,They move slowly,They do not need sunlight,Their growth process takes time,Their growth process takes time,MCQ,
FBB225,23,Cause and Effect,Why does a balloon rise when filled with helium?,Helium is lighter than air,The balloon gets cold,The balloon becomes heavier,The air disappears,Helium is lighter than air,MCQ,
FBB226,23,Cause and Effect,Why do we conserve electricity?,To increase pollution,To stop using machines,To make lights brighter forever,To save energy resources,To save energy resources,MCQ,
FBB227,23,Cause and Effect,Why do animals hibernate in winter?,To save energy during cold periods,To learn new skills,To change species,To grow faster,To save energy during cold periods,MCQ,
FBB228,23,Cause and Effect,Why does a plant bend toward light?,It becomes heavier,It helps get more sunlight,It wants to escape,It loses water,It helps get more sunlight,MCQ,
FBB229,23,Cause and Effect,Why do we wash fruits before eating?,To change taste,To make them bigger,To remove dirt and germs,To remove vitamins,To remove dirt and germs,MCQ,
FBB230,23,Cause and Effect,Why does a mirror show our reflection?,Because of heat,Light reflects from the surface,Because of sound,The mirror creates a person,Light reflects from the surface,MCQ,
FBB231,24,Cause and Effect,Why do we see our reflection in water?,Water produces light,Light reflects from the surface,Because of sound,Water creates images,Light reflects from the surface,MCQ,
FBB232,24,Cause and Effect,Why do plants need carbon dioxide?,To grow without water,To produce noise,To change color,To make food during photosynthesis,To make food during photosynthesis,MCQ,
FBB233,24,Cause and Effect,Why does a metal spoon feel cold?,It produces water,It has no temperature,Metal transfers heat quickly,It creates ice,Metal transfers heat quickly,MCQ,
FBB234,24,Cause and Effect,Why do we open windows in a room?,To stop sunlight,To make the room smaller,To remove furniture,To allow fresh air inside,To allow fresh air inside,MCQ,
FBB235,24,Cause and Effect,Why does a plant grow weak without sunlight?,It cannot make enough food,It becomes too heavy,It changes into an animal,It stops needing water,It cannot make enough food,MCQ,
FBB236,24,Cause and Effect,Why do we get a shadow behind an object?,The object creates darkness,The object absorbs air,The object produces smoke,The object blocks light,The object blocks light,MCQ,
FBB237,24,Cause and Effect,Why does salt dissolve in water?,Salt becomes a gas,Water changes into salt,Water disappears,Salt particles mix with water,Salt particles mix with water,MCQ,
FBB238,24,Cause and Effect,Why do we need a helmet while riding a bicycle?,To increase speed,To protect the head,To avoid exercise,To make the bicycle heavier,To protect the head,MCQ,
FBB239,24,Cause and Effect,Why do birds migrate?,To find food and suitable climate,To learn flying,To stop breathing,To change their color,To find food and suitable climate,MCQ,
FBB240,24,Cause and Effect,Why does a seed need soil?,To avoid sunlight,To become an animal,To produce sound,To get nutrients and support,To get nutrients and support,MCQ,
FBB241,25,Cause and Effect,Why does a rubber band return to its shape?,It becomes liquid,It produces heat,It has no weight,It is elastic,It is elastic,MCQ,
FBB242,25,Cause and Effect,Why do we need a battery in a toy car?,To make it heavier,To provide energy,To stop movement,To add color,To provide energy,MCQ,
FBB243,25,Cause and Effect,Why do clouds form?,Sun creates clouds directly,Clouds are solid objects,Clouds are made from smoke,Water vapor cools and condenses,Water vapor cools and condenses,MCQ,
FBB244,25,Cause and Effect,Why do we hear echoes?,Air stops moving,Sound becomes light,Sound waves reflect back,Sound disappears,Sound waves reflect back,MCQ,
FBB245,25,Cause and Effect,Why do humans sweat?,To increase body heat,To cool the body,To stop movement,To lose all water,To cool the body,MCQ,
FBB246,25,Cause and Effect,Why do we see the moon at night?,It moves away from Earth,It reflects sunlight,It produces its own light,It is a star,It reflects sunlight,MCQ,
FBB247,25,Cause and Effect,Why does bread become hard after many days?,It gains water,It gets more energy,It becomes metal,It loses moisture and changes,It loses moisture and changes,MCQ,
FBB248,25,Cause and Effect,Why do we use fertilizer in farming?,To stop plant growth,To provide nutrients to plants,To make soil disappear,To remove sunlight,To provide nutrients to plants,MCQ,
FBB249,25,Cause and Effect,Why does a boat float on water?,It produces air,Its shape helps it stay on water,It has no weight,It becomes invisible,Its shape helps it stay on water,MCQ,
