id,Category,Set,Question,Option1,Option2,Option3,Option4,Correct_Option
SCI21,Astronomy,Earth & Moon,What is the diameter of Earth?,~1000 km,~100000 km,~40000 km,~12700 km,~12700 km
SCI22,Astronomy,Earth & Moon,What is the diameter of the Moon?,~1000 km,~40000 km,~3500 km,~12700 km,~3500 km
SCI23,Astronomy,Earth & Moon,Which mission first landed humans on the Moon?,Apollo 11,Apollo 17,Apollo 13,Apollo 1,Apollo 11
SCI24,Astronomy,Earth & Moon,Who was the first person to walk on the Moon?,Michael Collins,Buzz Aldrin,Neil Armstrong,Yuri Gagarin,Neil Armstrong
SCI25,Astronomy,Galaxies,What is a galaxy?,Moon,Star cluster,Planet,Large star system,Large star system
SCI26,Astronomy,Galaxies,Which galaxy contains Earth?,Triangulum,Whirlpool,Andromeda,Milky Way,Milky Way
SCI27,Astronomy,Galaxies,What shape is the Milky Way?,Spiral,Ring,Irregular,Elliptical,Spiral
SCI28,Astronomy,Galaxies,What is the closest galaxy to the Milky Way?,Triangulum,Andromeda,Sombrero,Whirlpool,Andromeda
SCI29,Astronomy,Galaxies,What do galaxies contain?,Planets,All of these,Stars,Gas & dust,All of these
SCI30,Astronomy,Galaxies,Which galaxy is visible as a band of light?,Triangulum,Milky Way,Whirlpool,Andromeda,Milky Way
SCI31,Astronomy,Galaxies,What type of galaxy is Andromeda?,Elliptical,Irregular,Spiral,Ring,Spiral
SCI32,Astronomy,Galaxies,What is the center of most galaxies?,Black hole,Planet,Nebula,Star,Black hole
SCI33,Astronomy,Galaxies,Which galaxy is nearest to us after Andromeda?,Triangulum,Whirlpool,Sombrero,Cartwheel,Triangulum
SCI34,Astronomy,Galaxies,What is the Local Group?,Moon system,Star cluster,Galaxy cluster,Planet group,Galaxy cluster
SCI35,Astronomy,Galaxies,How many stars are in the Milky Way?,Thousands,Trillions,Millions,Billions,Billions
SCI36,Astronomy,Galaxies,What is an elliptical galaxy?,Spiral galaxy,Round galaxy,Irregular galaxy,Ring galaxy,Round galaxy
SCI37,Astronomy,Galaxies,What is an irregular galaxy?,Ring shape,Round shape,Spiral shape,No clear shape,No clear shape
SCI38,Astronomy,Galaxies,Which galaxy is colliding with the Milky Way?,Whirlpool,Sombrero,Triangulum,Andromeda,Andromeda
SCI39,Astronomy,Galaxies,What is a galaxy cluster?,Group of stars,Group of moons,Group of galaxies,Group of planets,Group of galaxies
SCI40,Astronomy,Galaxies,What is the Virgo Cluster?,Galaxy cluster,Star cluster,Moon group,Planet system,Galaxy cluster
SCI41,Astronomy,Galaxies,What is the largest galaxy in the Local Group?,Milky Way,Triangulum,Andromeda,Sombrero,Andromeda
SCI42,Astronomy,Galaxies,What is the Sombrero Galaxy known for?,Collisions,Ring shape,Spiral arms,Bright nucleus,Bright nucleus
SCI43,Astronomy,Galaxies,What is the Cartwheel Galaxy known for?,Spiral arms,Ring shape,Elliptical form,Small size,Ring shape
SCI44,Astronomy,Galaxies,What is the Magellanic Clouds?,Planets,Nebulae,Star clusters,Dwarf galaxies,Dwarf galaxies
SCI45,Astronomy,Galaxies,What is dark matter in galaxies?,Gas clouds,Invisible mass,Planets,Visible stars,Invisible mass
SCI46,Astronomy,Galaxies,What is a supermassive black hole?,Galaxy center black hole,Huge star,Nebula,Planet,Galaxy center black hole
SCI47,Astronomy,Galaxies,What is the Great Attractor?,Gravitational anomaly,Galaxy,Star cluster,Planet,Gravitational anomaly
SCI48,Astronomy,Galaxies,What is the largest known galaxy?,Triangulum,Milky Way,Andromeda,IC 1101,IC 1101
SCI49,Astronomy,Galaxies,What is the fate of Milky Way and Andromeda?,Collision,Disappearance,Shrinking,Separation,Collision
SCI50,Astronomy,Random,What is the center of our Solar System?,Sun,Moon,Earth,Mars,Sun
SCI51,Astronomy,Random,How many planets are there in our Solar System?,7,9,10,8,8
SCI52,Astronomy,Random,Which planet is known as the Red Planet?,Mars,Saturn,Jupiter,Venus,Mars
SCI53,Astronomy,Random,Which is the largest planet in our Solar System?,Neptune,Jupiter,Saturn,Earth,Jupiter
SCI54,Astronomy,Random,What is the name of our galaxy?,Black Eye,Andromeda,Whirlpool,Milky Way,Milky Way
SCI55,Astronomy,Random,Which planet is closest to the Sun?,Venus,Earth,Mercury,Mars,Mercury
SCI56,Astronomy,Random,Which planet is known for its beautiful rings?,Neptune,Saturn,Uranus,Jupiter,Saturn
SCI57,Astronomy,Random,What is the natural satellite of Earth called?,Moon,Sun,Mars,Star,Moon
SCI58,Astronomy,Random,What do we call a group of stars forming a pattern?,Meteor,Asteroid,Comet,Constellation,Constellation
SCI59,Astronomy,Random,Which planet is known as the Blue Planet?,Neptune,Earth,Uranus,Venus,Earth
SCI60,Astronomy,Random,What is the Sun mainly made of?,Rock,Ice,Metal,Gas,Gas
SCI61,Astronomy,Random,Which planet is the hottest in our Solar System?,Mars,Jupiter,Mercury,Venus,Venus
SCI62,Astronomy,Random,What do we call a rock that enters Earth's atmosphere and burns up?,Meteor,Asteroid,Star,Comet,Meteor
SCI63,Astronomy,Random,What is the name of the first man to walk on the Moon?,Neil Armstrong,Michael Collins,Buzz Aldrin,Yuri Gagarin,Neil Armstrong
SCI64,Astronomy,Random,Which planet is farthest from the Sun?,Saturn,Uranus,Pluto,Neptune,Neptune
SCI65,Astronomy,Random,What does NASA stand for?,National Aeronautics and Space Administration,North American Science Association,National Air and Space Agency,National Aerospace System Agency,National Aeronautics and Space Administration
SCI66,Astronomy,Random,What is a comet made of?,Rock only,Metal,Gas and fire,Ice and dust,Ice and dust
SCI67,Astronomy,Random,What do astronauts wear in space?,Diving suit,Space suit,Heat jacket,Rocket coat,Space suit
SCI68,Astronomy,Random,What is the name of the first artificial satellite launched into space?,Hubble,Voyager 1,Apollo 11,Sputnik 1,Sputnik 1
SCI69,Astronomy,Random,What do we call a huge explosion of a star?,Galaxy,Supernova,Meteor shower,Nebula,Supernova
SCI70,Astronomy,Random,What is the largest planet in our solar system?,Mars,Earth,Jupiter,Venus,Jupiter
SCI71,Astronomy,Solar System,What is at the center of our Solar System?,Moon,Mars,Sun,Earth,Sun
SCI72,Astronomy,Solar System,How many planets are in the Solar System?,9,8,7,10,8
SCI73,Astronomy,Solar System,Which planet is closest to the Sun?,Earth,Mercury,Mars,Venus,Mercury
SCI74,Astronomy,Solar System,Which planet do we live on?,Jupiter,Venus,Earth,Mars,Earth
SCI75,Astronomy,Solar System,Which planet is known as the Red Planet?,Mars,Saturn,Neptune,Venus,Mars
SCI76,Astronomy,Solar System,Which is the largest planet in the Solar System?,Venus,Jupiter,Mars,Earth,Jupiter
SCI77,Astronomy,Solar System,Which planet has beautiful rings?,Mars,Mercury,Earth,Saturn,Saturn
SCI78,Astronomy,Solar System,Which planet is famous for being very hot?,Neptune,Uranus,Mars,Venus,Venus
SCI79,Astronomy,Solar System,Which planet is farthest from the Sun?,Jupiter,Saturn,Neptune,Earth,Neptune
SCI80,Astronomy,Solar System,What does the Sun provide to planets?,Only sound,Only wind,Only water,Light and heat,Light and heat
SCI81,Astronomy,Solar System,Which four planets are rocky inner planets?,Mars Jupiter Saturn Neptune,Mercury Venus Earth Mars,Earth Moon Mars Venus,Jupiter Saturn Uranus Neptune,Mercury Venus Earth Mars
SCI82,Astronomy,Solar System,Which planets are called gas giants?,Uranus Neptune,Mercury Venus,Earth Mars,Jupiter Saturn,Jupiter Saturn
SCI83,Astronomy,Solar System,Which planets are called ice giants?,Jupiter Saturn,Mercury Venus,Earth Mars,Uranus Neptune,Uranus Neptune
SCI84,Astronomy,Solar System,What path do planets follow around the Sun?,Orbits,Straight lines,Zigzags,Spirals always,Orbits
SCI85,Astronomy,Solar System,What force keeps planets orbiting the Sun?,Gravity,Friction,Magnetism,Wind,Gravity
SCI86,Astronomy,Solar System,Which object is a dwarf planet?,Venus,Pluto,Mars,Earth,Pluto
SCI87,Astronomy,Solar System,What is the asteroid belt located between?,Mars and Jupiter,Venus and Earth,Earth and Mars,Jupiter and Saturn,Mars and Jupiter
SCI88,Astronomy,Solar System,Which planet rotates on its side?,Mars,Venus,Uranus,Earth,Uranus
SCI89,Astronomy,Solar System,Which planet has the shortest year?,Neptune,Mercury,Saturn,Earth,Mercury
SCI90,Astronomy,Solar System,Which planet has the longest year?,Mercury,Earth,Neptune,Mars,Neptune
SCI91,Astronomy,Solar System,Why does Mercury have a short year?,It has moons,It spins backward,It is closest to Sun and orbits fastest,It is small,It is closest to Sun and orbits fastest
SCI92,Astronomy,Solar System,Which planet has the strongest storms known in Solar System?,Mercury,Neptune,Venus,Earth,Neptune
SCI93,Astronomy,Solar System,Why is Venus hotter than Mercury?,No rotation,Strong greenhouse atmosphere,Made of fire,Closer than Mercury only,Strong greenhouse atmosphere
SCI94,Astronomy,Solar System,Which planet has the Great Red Spot storm?,Mars,Jupiter,Saturn,Uranus,Jupiter
SCI95,Astronomy,Solar System,Why are outer planets colder than inner planets?,They are farther from the Sun,They spin slower,They have rings,They are darker,They are farther from the Sun
SCI96,Astronomy,Space Exploration,Who was the first human in space?,Neil Armstrong,Buzz Aldrin,Yuri Gagarin,John Glenn,Yuri Gagarin
SCI97,Astronomy,Space Exploration,Which country launched the first satellite?,China,USSR,USA,India,USSR
SCI98,Astronomy,Space Exploration,What was the first satellite called?,Apollo,Sputnik 1,Hubble,Voyager,Sputnik 1
SCI99,Astronomy,Space Exploration,Who was the first person to walk on the Moon?,Michael Collins,Buzz Aldrin,Yuri Gagarin,Neil Armstrong,Neil Armstrong
SCI100,Astronomy,Space Exploration,Which mission landed humans on the Moon?,Apollo 17,Apollo 11,Apollo 1,Apollo 13,Apollo 11
SCI101,Astronomy,Space Exploration,What is NASA's space telescope called?,Cassini,Hubble,Galileo,Voyager,Hubble
SCI102,Astronomy,Space Exploration,Which planet did the rover Curiosity explore?,Jupiter,Saturn,Venus,Mars,Mars
SCI103,Astronomy,Space Exploration,What is the International Space Station (ISS)?,Satellite,Rocket,Telescope,Space habitat,Space habitat
SCI104,Astronomy,Space Exploration,Which shuttle carried Hubble into orbit?,Atlantis,Discovery,Columbia,Challenger,Discovery
SCI105,Astronomy,Space Exploration,Which country launched the Chang'e lunar missions?,Japan,China,USA,Russia,China
SCI106,Astronomy,Space Exploration,What is the purpose of space probes?,Build rockets,Carry humans,Study planets,Make fuel,Study planets
SCI107,Astronomy,Space Exploration,Which spacecraft explored Jupiter's moons?,Cassini,Galileo,Hubble,Voyager,Galileo
SCI108,Astronomy,Space Exploration,What is the name of SpaceX's rocket?,Saturn V,Soyuz,Atlas V,Falcon 9,Falcon 9
SCI109,Astronomy,Space Exploration,Which rover first explored Mars?,Sojourner,Perseverance,Curiosity,Spirit,Sojourner
SCI110,Astronomy,Space Exploration,What is the main goal of the James Webb Telescope?,Study galaxies,Study early universe,Study stars,Study planets,Study early universe
SCI111,Astronomy,Space Exploration,Which astronaut stayed longest in space?,Neil Armstrong,Buzz Aldrin,Valeri Polyakov,John Glenn,Valeri Polyakov
SCI112,Astronomy,Space Exploration,What is the name of India's Mars mission?,Mangalyaan,Apollo,Shenzhou,Chandrayaan,Mangalyaan
SCI113,Astronomy,Space Exploration,Which spacecraft studied Saturn's rings?,Voyager,Galileo,Cassini,Hubble,Cassini
SCI114,Astronomy,Space Exploration,What is the purpose of the Artemis program?,Explore Mars,Build ISS,Return humans to Moon,Study asteroids,Return humans to Moon
SCI115,Astronomy,Space Exploration,Which company built Starship?,NASA,Roscosmos,SpaceX,Blue Origin,SpaceX
SCI116,Astronomy,Space Exploration,What is a space shuttle?,Probe,Rocket,Satellite,Reusable spacecraft,Reusable spacecraft
SCI117,Astronomy,Space Exploration,Which spacecraft left the solar system?,Voyager 1,Cassini,Hubble,Apollo 11,Voyager 1
SCI118,Astronomy,Space Exploration,What is the purpose of the Mars Perseverance rover?,Orbit Earth,Build rockets,Study asteroids,Search for life,Search for life
SCI119,Astronomy,Space Exploration,Which rocket launched Apollo missions?,Saturn V,Soyuz,Atlas V,Falcon 9,Saturn V
SCI120,Astronomy,Space Exploration,What is the future goal of Mars missions?,Launch satellites,Study Moon,Human settlement,Build ISS,Human settlement
SCI121,Astronomy,Stars,What is the closest star to Earth?,Polaris,Vega,Sirius,Sun,Sun
SCI122,Astronomy,Stars,What do stars produce?,Water,Rocks,Soil,Light,Light
SCI123,Astronomy,Stars,What color is the Sun?,Green,Blue,Yellow,Red,Yellow
SCI124,Astronomy,Stars,Which star is called the North Star?,Vega,Betelgeuse,Polaris,Sirius,Polaris
SCI125,Astronomy,Stars,What are stars mostly made of?,Iron,Hydrogen,Carbon,Oxygen,Hydrogen
SCI126,Astronomy,Stars,Which is the brightest star in the night sky?,Sirius,Rigel,Vega,Polaris,Sirius
SCI127,Astronomy,Stars,What galaxy contains our Sun?,Andromeda,Triangulum,Milky Way,Whirlpool,Milky Way
SCI128,Astronomy,Stars,What is a group of stars forming a pattern called?,Constellation,Nebula,Cluster,Galaxy,Constellation
SCI129,Astronomy,Stars,What is the Sun classified as?,Asteroid,Star,Comet,Planet,Star
SCI130,Astronomy,Stars,Which star is at the center of our solar system?,Vega,Sirius,Sun,Polaris,Sun
SCI131,Astronomy,Stars,What is the life cycle stage of most stars?,Red giant,Main sequence,White dwarf,Supernova,Main sequence
SCI132,Astronomy,Stars,What happens when a massive star dies?,Asteroid,Black hole,Planet,Moon,Black hole
SCI133,Astronomy,Stars,Which element is formed in stars by fusion?,Uranium,Helium,Gold,Silver,Helium
SCI134,Astronomy,Stars,What is a supernova?,Star birth,Star explosion,Star cooling,Star shrinking,Star explosion
SCI135,Astronomy,Stars,What is a neutron star?,Asteroid,Galaxy,Small planet,Collapsed massive star,Collapsed massive star
SCI136,Astronomy,Stars,Which star is known as Betelgeuse?,Blue giant,Neutron star,White dwarf,Red supergiant,Red supergiant
SCI137,Astronomy,Stars,What is the temperature of the Sun's surface?,~1000°C,~100000°C,~5500°C,~10000°C,~5500°C
SCI138,Astronomy,Stars,Which star is part of Orion's Belt?,Rigel,Polaris,Alnitak,Vega,Alnitak
SCI139,Astronomy,Stars,What is a binary star system?,Star + planet,Star + moon,One star,Two stars orbiting,Two stars orbiting
SCI140,Astronomy,Stars,Which star is the largest known?,Polaris,Sun,VY Canis Majoris,Sirius,VY Canis Majoris
SCI141,Astronomy,Stars,What is a white dwarf?,Planet,Dead star remnant,New star,Comet,Dead star remnant
SCI142,Astronomy,Stars,What is a pulsar?,Galaxy,Planet,Asteroid,Rotating neutron star,Rotating neutron star
SCI143,Astronomy,Stars,What is stellar nucleosynthesis?,Star cooling,Star rotation,Star explosion,Formation of elements,Formation of elements
SCI144,Astronomy,Stars,Which star is used for navigation in the Northern Hemisphere?,Sirius,Vega,Polaris,Rigel,Polaris
SCI145,Astronomy,Stars,What is the Chandrasekhar limit?,Star temperature,Max mass of white dwarf,Star brightness,Galaxy size,Max mass of white dwarf
SCI146,Chemistry,Acids & Bases,Which of these tastes sour usually?,Salt only,Acid,Metal,Base,Acid
SCI147,Chemistry,Acids & Bases,Which of these is a common acid in lemons?,Calcium oxide,Citric acid,Ammonia,Sodium hydroxide,Citric acid
SCI148,Chemistry,Acids & Bases,Which of these is a common base in soap?,Alkali acid,Metal,Gas,Base,Base
SCI149,Chemistry,Acids & Bases,What color does blue litmus turn in acid?,Blue,Green,Red,Yellow,Red
SCI150,Chemistry,Acids & Bases,What color does red litmus turn in base?,Red,Blue,Orange,White,Blue
SCI151,Chemistry,Acids & Bases,What is the pH of a neutral solution?,7,0,1,14,7
SCI152,Chemistry,Acids & Bases,Which substance is acidic?,Detergent,Vinegar,Soap solution,Baking soda,Vinegar
SCI153,Chemistry,Acids & Bases,Which substance is basic?,Soap water,Orange juice,Vinegar,Lemon juice,Soap water
SCI154,Chemistry,Acids & Bases,What do acids release in water?,Iron atoms,Hydrogen ions,Oxygen stones,Light waves,Hydrogen ions
SCI155,Chemistry,Acids & Bases,What do bases release in water?,Hydroxide ions,Helium atoms,Carbon rocks,Salt dust,Hydroxide ions
SCI156,Chemistry,Acids & Bases,What is an indicator?,Filter paper only,Substance showing acid/base change,Heat source,Metal rod,Substance showing acid/base change
SCI157,Chemistry,Acids & Bases,Which indicator is made from turmeric commonly?,Turmeric indicator,Limewater,Steam test,Ink test,Turmeric indicator
SCI158,Chemistry,Acids & Bases,What happens when acid reacts with base?,Magnetism,Freezing,Explosion always,Neutralization,Neutralization
SCI159,Chemistry,Acids & Bases,Products of neutralization are usually ____,acid and base,salt and water,metal and gas,oil and water,salt and water
SCI160,Chemistry,Acids & Bases,Which acid is found in stomach naturally?,Hydrochloric acid,Sulfuric acid,Nitric acid,Acetic acid,Hydrochloric acid
SCI161,Chemistry,Acids & Bases,Why are antacids used?,Create rust,Reduce excess stomach acid,Increase acidity,Add sugar,Reduce excess stomach acid
SCI162,Chemistry,Acids & Bases,Which has pH less than 7?,Base,Salt always,Neutral metal,Acid,Acid
SCI163,Chemistry,Acids & Bases,Which has pH more than 7?,Neutral water,Acid,Base,Steam,Base
SCI164,Chemistry,Acids & Bases,What gas may form when acid reacts with carbonate?,Carbon dioxide,Nitrogen,Helium,Hydrogen only,Carbon dioxide
SCI165,Chemistry,Acids & Bases,Why should strong acids be handled carefully?,They can be corrosive,They are edible,They float,They are cold,They can be corrosive
SCI166,Chemistry,Acids & Bases,Universal indicator shows ____,color range for pH,mass,sound,magnetism,color range for pH
SCI167,Chemistry,Acids & Bases,Which acid is present in vinegar?,Acetic acid,Carbonic acid,Hydrochloric acid,Nitric acid,Acetic acid
SCI168,Chemistry,Acids & Bases,Ammonia solution is usually ____,metallic,acidic,basic,neutral,basic
SCI169,Chemistry,Acids & Bases,What is caustic soda?,Sodium hydroxide,Hydrogen peroxide,Copper sulfate,Calcium carbonate,Sodium hydroxide
SCI170,Chemistry,Acids & Bases,Why does acid rain harm buildings?,It neutralizes stone,It reacts with materials,It adds gold,It freezes walls,It reacts with materials
SCI171,Chemistry,Air,Which gas do humans need to breathe?,Carbon dioxide,Oxygen,Nitrogen,Helium,Oxygen
SCI172,Chemistry,Air,Which gas is most abundant in air?,Hydrogen,Nitrogen,Oxygen,Carbon dioxide,Nitrogen
SCI173,Chemistry,Air,Air takes up ____,space,only sound,nothing,only color,space
SCI174,Chemistry,Air,Can air be seen directly?,Only at night,No,Only indoors,Yes always,No
SCI175,Chemistry,Air,Moving air is called ____,wind,fog,steam,rain,wind
SCI176,Chemistry,Air,Which gas do plants use for photosynthesis?,Oxygen,Carbon dioxide,Nitrogen,Argon,Carbon dioxide
SCI177,Chemistry,Air,Which gas do plants release during photosynthesis?,Smoke,Oxygen,Helium,Carbon dioxide,Oxygen
SCI178,Chemistry,Air,Which layer of air surrounds Earth?,Hydrosphere,Atmosphere,Lithosphere,Core,Atmosphere
SCI179,Chemistry,Air,What fills an inflated balloon?,Stone,Sand,Wood,Air,Air
SCI180,Chemistry,Air,Which air condition can be harmful to health?,Polluted air,Clean air,Dry air,Cool air,Polluted air
SCI181,Chemistry,Air,What gas do we exhale more than inhale?,Nitrogen,Carbon dioxide,Neon,Oxygen,Carbon dioxide
SCI182,Chemistry,Air,Why does warm air rise?,It is magnetic,It is less dense,It is heavier,It is blue,It is less dense
SCI183,Chemistry,Air,What device measures air pressure?,Barometer,Scale,Thermometer,Compass,Barometer
SCI184,Chemistry,Air,Which gas helps protect Earth from UV rays as ozone?,Oxygen form,Steam,CO2 only,Nitrogen,Oxygen form
SCI185,Chemistry,Air,What causes smog mainly?,Snowfall,Clean rain,Air pollution,Fresh wind,Air pollution
SCI186,Chemistry,Air,Humidity means amount of ____ in air.,water vapor,sand,iron,salt,water vapor
SCI187,Chemistry,Air,Why do birds fly easier in moving air sometimes?,Less space,Gravity stops,Air currents help,No oxygen,Air currents help
SCI188,Chemistry,Air,Which gas is used in balloons to float safely?,Nitrogen,CO2,Chlorine,Helium,Helium
SCI189,Chemistry,Air,Acid rain is linked with polluted air containing ____,dust only,sugar,sulfur/nitrogen oxides,oxygen only,sulfur/nitrogen oxides
SCI190,Chemistry,Air,What is respiration?,Making rain,Using oxygen to release energy,Boiling air,Freezing gas,Using oxygen to release energy
SCI191,Chemistry,Air,Approximate oxygen in air is ____,1%,50%,78%,21%,21%
SCI192,Chemistry,Air,Why is nitrogen useful in air?,Reduces over-reactivity,Creates gravity,Supports burning strongly,Makes magnets,Reduces over-reactivity
SCI193,Chemistry,Air,Greenhouse gases can cause ____,no shadows,freezing stars,no water,global warming,global warming
SCI194,Chemistry,Air,What is aerosol pollution?,Sea salt only,Large rocks,Tiny particles/droplets in air,Fresh oxygen,Tiny particles/droplets in air
SCI195,Chemistry,Air,Which gas turns limewater milky?,Carbon dioxide,Oxygen,Hydrogen,Nitrogen,Carbon dioxide
SCI196,Chemistry,Matter 1,What is anything that has mass and takes up space called?,Energy,Light,Force,Matter,Matter
SCI197,Chemistry,Matter 1,Which state of matter has a fixed shape?,Gas,Liquid,Plasma,Solid,Solid
SCI198,Chemistry,Matter 1,Which state of matter takes the shape of its container but has fixed volume?,Gas,Solid,Liquid,Ice,Liquid
SCI199,Chemistry,Matter 1,Which state of matter spreads out to fill all available space?,Liquid,Metal,Gas,Solid,Gas
SCI200,Chemistry,Matter 1,What happens when ice is heated?,It evaporates,It rusts,It melts,It freezes,It melts
SCI201,Chemistry,Matter 1,What do we call liquid water changing to gas?,Evaporation,Condensation,Melting,Freezing,Evaporation
SCI202,Chemistry,Matter 1,What do we call gas changing into liquid?,Condensation,Melting,Freezing,Boiling,Condensation
SCI203,Chemistry,Matter 1,Which of these is a solid?,Air,Juice,Stone,Milk,Stone
SCI204,Chemistry,Matter 1,Which of these is a liquid?,Wood,Water,Iron,Smoke,Water
SCI205,Chemistry,Matter 1,Which of these is a gas?,Steam,Sand,Paper,Glass,Steam
SCI206,Chemistry,Matter 1,What are tiny particles of matter called?,Particles,Rays,Clouds,Planets,Particles
SCI207,Chemistry,Matter 1,When a solid melts;  particles usually move ____,faster,slower,not at all,backward,faster
SCI208,Chemistry,Matter 1,What happens to most matter when heated?,Disappears,Expands,Shrinks,Hardens always,Expands
SCI209,Chemistry,Matter 1,Which change is physical?,Melting wax,Cooking egg,Rusting iron,Burning paper,Melting wax
SCI210,Chemistry,Matter 1,Which process changes liquid to solid?,Boiling,Freezing,Evaporation,Condensation,Freezing
SCI211,Chemistry,Matter 1,Which state has particles farthest apart?,Liquid,Gas,Solid,Ice,Gas
SCI212,Chemistry,Matter 2,Why can gases be compressed easily?,Cold particles,Large spaces between particles,Heavy particles,No particles,Large spaces between particles
SCI213,Chemistry,Matter 2,What is sublimation?,Gas to liquid,Liquid to gas,Solid to liquid,Solid to gas directly,Solid to gas directly
SCI214,Chemistry,Matter 2,Which has definite volume but no fixed shape?,Smoke,Liquid,Gas,Solid,Liquid
SCI215,Chemistry,Matter 2,What is deposition?,Liquid to solid,Liquid to gas,Gas to solid directly,Solid to gas,Gas to solid directly
SCI216,Chemistry,Matter 2,What determines the state of matter most?,Weight only,Particle motion and arrangement,Smell only,Color,Particle motion and arrangement
SCI217,Chemistry,Matter 2,Which state has strongest particle attraction usually?,Liquid,Solid,Gas,Steam,Solid
SCI218,Chemistry,Matter 2,Boiling occurs when vapor forms throughout the ____,liquid,air,solid,surface only,liquid
SCI219,Chemistry,Matter 2,Why does perfume spread in a room?,Friction,Reflection,Magnetism,Diffusion,Diffusion
SCI220,Chemistry,Matter 2,Mass is measured commonly in ____,liters,meters,seconds,grams or kilograms,grams or kilograms
SCI221,Chemistry,Matter 2,Which of these is a metal?,Rubber,Iron,Wood,Plastic,Iron
SCI222,Chemistry,Matter 2,Which metal is used in electrical wires commonly?,Copper,Glass,Coal,Sulfur,Copper
SCI223,Chemistry,Matter 2,Which property do most metals have?,Brittleness only,Shiny surface,Soft like gas,Dullness,Shiny surface
SCI224,Chemistry,Matter 2,Can metals conduct electricity well?,Only wet metals,Only gold,Yes,No,Yes
SCI225,Chemistry,Matter 2,Which metal is liquid near room temperature?,Iron,Aluminum,Mercury,Copper,Mercury
SCI226,Chemistry,Matter 2,Which metal is attracted strongly by magnets?,Iron,Gold,Aluminum,Silver,Iron
SCI227,Chemistry,Matter 2,Which metal is used for cans and foil?,Aluminum,Mercury,Lead,Tin only,Aluminum
SCI228,Chemistry,Metals,What happens when iron reacts with water and oxygen over time?,Rusts,Boils,Freezes,Melts,Rusts
SCI229,Chemistry,Metals,Which metal is precious and used in jewelry?,Zinc,Nickel,Iron,Gold,Gold
SCI230,Chemistry,Metals,Which metal is used in coins often?,Plastic,Copper alloys,Glass,Wood,Copper alloys
SCI231,Chemistry,Metals,What does malleable mean?,Can be hammered into sheets,Can dissolve in water,Can burn easily,Can float,Can be hammered into sheets
SCI232,Chemistry,Metals,What does ductile mean?,Can absorb sound,Can explode,Can freeze fast,Can become wire,Can become wire
SCI233,Chemistry,Metals,Why are cooking pots often metal?,Transparent,Good heat conductor,Poor conductor,Magnetic only,Good heat conductor
SCI234,Chemistry,Metals,Which metal is used to galvanize iron?,Zinc,Gold,Silver,Lead,Zinc
SCI235,Chemistry,Metals,What is an alloy?,Gas compound,Mixture containing metals,Pure element only,Acid solution,Mixture containing metals
SCI236,Chemistry,Metals,Steel is mainly iron mixed with ____,carbon,plastic,oxygen,sulfur,carbon
SCI237,Chemistry,Metals,Why is stainless steel resistant to rust?,No iron inside,Contains chromium,Contains sugar,Made of wood,Contains chromium
