id,Level,Topic,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData
80,8,Amazing Animals,Match the animal with its body covering.,,,,,,Match,"[{""left"":""Tiger"",""right"":""Fur""},{""left"":""Duck"",""right"":""Feathers""},{""left"":""Snake"",""right"":""Scales""},{""left"":""Goldfish"",""right"":""Scales""}]"
81,9,Amazing Animals,A camel can live in the desert.,TRUE,FALSE,,,TRUE,MCQ,
82,9,Amazing Animals,A polar bear lives in the hot desert.,TRUE,FALSE,,,FALSE,MCQ,
83,9,Amazing Animals,Do herbivores eat plants?,Yes,No,,,Yes,MCQ,
84,9,Amazing Animals,Which animal is a herbivore?,Eagle,Lion,Shark,Cow,Cow,MCQ,
85,9,Amazing Animals,Which animal is a carnivore?,Rabbit,Deer,Tiger,Goat,Tiger,MCQ,
86,9,Amazing Animals,Which animal is an omnivore?,Rabbit,Giraffe,Bear,Cow,Bear,MCQ,
87,9,Amazing Animals,Where does a penguin usually live?,Rainforest,Cold regions,Desert,Grassland,Cold regions,MCQ,
88,9,Amazing Animals,Which animal lives in the ocean?,Camel,Dolphin,Elephant,Wolf,Dolphin,MCQ,
89,9,Amazing Animals,Match the animal with its habitat.,,,,,,Match,"[{""left"":""Camel"",""right"":""Desert""},{""left"":""Penguin"",""right"":""Cold Region""},{""left"":""Dolphin"",""right"":""Ocean""},{""left"":""Monkey"",""right"":""Forest""}]"
90,9,Amazing Animals,Match the animal with its food type.,,,,,,Match,"[{""left"":""Cow"",""right"":""Herbivore""},{""left"":""Lion"",""right"":""Carnivore""},{""left"":""Bear"",""right"":""Omnivore""},{""left"":""Rabbit"",""right"":""Herbivore""}]"
91,10,Amazing Animals,Plants are the first part of many food chains.,TRUE,FALSE,,,TRUE,MCQ,
92,10,Amazing Animals,A lion eats grass.,TRUE,FALSE,,,FALSE,MCQ,
93,10,Amazing Animals,Do rabbits eat plants?,Yes,No,,,Yes,MCQ,
94,10,Amazing Animals,Which animal eats grass?,Eagle,Deer,Lion,Shark,Deer,MCQ,
95,10,Amazing Animals,Which animal is a predator?,Cow,Rabbit,Tiger,Goat,Tiger,MCQ,
96,10,Amazing Animals,Which animal is the prey in this food chain: Grass â†’ Rabbit â†’ Fox?,Fox,Eagle,Grass,Rabbit,Rabbit,MCQ,
97,10,Amazing Animals,What is usually the first living thing in a food chain?,Hawk,Plant,Fox,Rabbit,Plant,MCQ,
98,10,Amazing Animals,Which food chain is correct?,Fox â†’ Rabbit â†’ Grass,Rabbit â†’ Grass â†’ Fox,Grass â†’ Deer â†’ Tiger,Tiger â†’ Deer â†’ Grass,Grass â†’ Deer â†’ Tiger,MCQ,
99,10,Amazing Animals,Match the animal with what it eats.,,,,,,Match,"[{""left"":""Cow"",""right"":""Grass""},{""left"":""Rabbit"",""right"":""Carrot""},{""left"":""Lion"",""right"":""Deer""},{""left"":""Eagle"",""right"":""Fish""}]"
100,10,Amazing Animals,Match the food chain parts.,,,,,,Match,"[{""left"":""Grass"",""right"":""Producer""},{""left"":""Rabbit"",""right"":""Primary Consumer""},{""left"":""Fox"",""right"":""Secondary Consumer""},{""left"":""Tiger"",""right"":""Top Predator""}]"
101,11,Amazing Animals,Camouflage helps animals hide from danger.,TRUE,FALSE,,,TRUE,MCQ,
102,11,Amazing Animals,All animals stay in the same place throughout the year.,TRUE,FALSE,,,FALSE,MCQ,
103,11,Amazing Animals,Do some birds migrate to warmer places in winter?,Yes,No,,,Yes,MCQ,
104,11,Amazing Animals,Which animal changes its color to blend into its surroundings?,Horse,Elephant,Cow,Chameleon,Chameleon,MCQ,
105,11,Amazing Animals,Which animal sleeps for a long time during winter?,Zebra,Monkey,Giraffe,Bear,Bear,MCQ,
106,11,Amazing Animals,Which bird is famous for migrating long distances?,Swallow,Ostrich,Peacock,Chicken,Swallow,MCQ,
107,11,Amazing Animals,Why do ducks have webbed feet?,To dig holes,To climb trees,To fly faster,To swim easily,To swim easily,MCQ,
108,11,Amazing Animals,Why does a polar bear have thick fur?,To keep warm,To change color,To swim faster,To fly,To keep warm,MCQ,
109,11,Amazing Animals,Match the animal with its adaptation.,,,,,,Match,"[{""left"":""Chameleon"",""right"":""Camouflage""},{""left"":""Bear"",""right"":""Hibernation""},{""left"":""Swallow"",""right"":""Migration""},{""left"":""Duck"",""right"":""Webbed feet""}]"
110,11,Amazing Animals,Match the animal with its special feature.,,,,,,Match,"[{""left"":""Polar Bear"",""right"":""Thick fur""},{""left"":""Camel"",""right"":""Hump stores fat""},{""left"":""Duck"",""right"":""Webbed feet""},{""left"":""Chameleon"",""right"":""Changes color""}]"
111,12,Amazing Animals,Some animals are endangered because their habitats are disappearing.,TRUE,FALSE,,,TRUE,MCQ,
112,12,Amazing Animals,Hunting endangered animals helps protect them.,TRUE,FALSE,,,FALSE,MCQ,
113,12,Amazing Animals,Can people help protect endangered animals?,Yes,No,,,Yes,MCQ,
114,12,Amazing Animals,Which of these is an endangered animal?,House Cat,Goat,Giant Panda,Chicken,Giant Panda,MCQ,
115,12,Amazing Animals,Which place helps protect wild animals?,National Park,Parking Lot,Factory,Shopping Mall,National Park,MCQ,
116,12,Amazing Animals,Which action helps protect animals?,Cutting forests,Planting trees,Throwing rubbish in rivers,Hunting wild animals,Planting trees,MCQ,
117,12,Amazing Animals,Why do some animals become endangered?,lose habitats,change color,learn to fly,grow bigger,lose habitats,MCQ,
118,12,Amazing Animals,Which animal is the national animal of Bangladesh and is also endangered?,Dog,Royal Bengal Tiger,Goat,Cow,Royal Bengal Tiger,MCQ,
119,12,Amazing Animals,Match the endangered animal with its habitat.,,,,,,Match,"[{""left"":""Giant Panda"",""right"":""Bamboo Forest""},{""left"":""Sea Turtle"",""right"":""Ocean""},{""left"":""Royal Bengal Tiger"",""right"":""Mangrove Forest""},{""left"":""Orangutan"",""right"":""Rainforest""}]"
120,12,Amazing Animals,Match the conservation action with its benefit.,,,,,,Match,"[{""left"":""Plant trees"",""right"":""Creates animal habitats""},{""left"":""Protect forests"",""right"":""Keeps wildlife safe""},{""left"":""Reduce pollution"",""right"":""Cleaner environment""},{""left"":""Stop illegal hunting"",""right"":""Protects endangered animals""}]"
121,13,Amazing Animals: Review,Which of these is a mammal?,Snake,Dog,Eagle,Frog,Dog,MCQ,
122,13,Amazing Animals: Review,A camel can live in the desert.,TRUE,FALSE,,,TRUE,MCQ,
123,13,Amazing Animals: Review,Can people help protect endangered animals?,Yes,No,,,Yes,MCQ,
124,13,Amazing Animals: Review,Which animal changes its color to blend into its surroundings?,Horse,Chameleon,Cow,Elephant,Chameleon,MCQ,
125,13,Amazing Animals: Review,Which animal is the prey in this food chain: Grass â†’ Rabbit â†’ Fox?,Fox,Grass,Eagle,Rabbit,Rabbit,MCQ,
126,13,Amazing Animals: Review,Which place helps protect wild animals?,Parking Lot,Factory,Shopping Mall,National Park,National Park,MCQ,
127,13,Amazing Animals: Review,Which animal is an omnivore?,Giraffe,Rabbit,Bear,Cow,Bear,MCQ,
128,13,Amazing Animals: Review,Which bird is famous for migrating long distances?,Chicken,Peacock,Swallow,Ostrich,Swallow,MCQ,
129,13,Amazing Animals: Review,Match the animal with its habitat.,,,,,,Match,"[{""left"":""Camel"",""right"":""Desert""},{""left"":""Penguin"",""right"":""Cold Region""},{""left"":""Dolphin"",""right"":""Ocean""},{""left"":""Monkey"",""right"":""Forest""}]"
130,13,Amazing Animals: Review,Match the animal with its adaptation.,,,,,,Match,"[{""left"":""Chameleon"",""right"":""Camouflage""},{""left"":""Bear"",""right"":""Hibernation""},{""left"":""Swallow"",""right"":""Migration""},{""left"":""Duck"",""right"":""Webbed feet""}]"
131,14,Amazing Animals: Review,Birds have scales instead of feathers.,TRUE,FALSE,,,FALSE,MCQ,
132,14,Amazing Animals: Review,Do herbivores eat plants?,Yes,No,,,Yes,MCQ,
133,14,Amazing Animals: Review,Plants are the first part of many food chains.,TRUE,FALSE,,,TRUE,MCQ,
134,14,Amazing Animals: Review,Which of these is an amphibian?,Frog,Lion,Parrot,Horse,Frog,MCQ,
135,14,Amazing Animals: Review,Which animal lives in the ocean?,Camel,Wolf,Dolphin,Elephant,Dolphin,MCQ,
136,14,Amazing Animals: Review,Which food chain is correct?,Tiger â†’ Deer â†’ Grass,Fox â†’ Rabbit â†’ Grass,Grass â†’ Deer â†’ Tiger,Rabbit â†’ Grass â†’ Fox,Grass â†’ Deer â†’ Tiger,MCQ,
137,14,Amazing Animals: Review,Why does a polar bear have thick fur?,To swim faster,To change color,To keep warm,To fly,To keep warm,MCQ,
138,14,Amazing Animals: Review,Which action helps protect animals?,Throwing rubbish in rivers,Hunting wild animals,Cutting forests,Planting trees,Planting trees,MCQ,
139,14,Amazing Animals: Review,Match the animal with its food type.,,,,,,Match,"[{""left"":""Cow"",""right"":""Herbivore""},{""left"":""Lion"",""right"":""Carnivore""},{""left"":""Bear"",""right"":""Omnivore""},{""left"":""Rabbit"",""right"":""Herbivore""}]"
140,14,Amazing Animals: Review,Match the endangered animal with its habitat.,,,,,,Match,"[{""left"":""Giant Panda"",""right"":""Bamboo Forest""},{""left"":""Sea Turtle"",""right"":""Ocean""},{""left"":""Royal Bengal Tiger"",""right"":""Mangrove Forest""},{""left"":""Orangutan"",""right"":""Rainforest""}]"
141,15,Amazing Animals: Review,Fish breathe through gills.,TRUE,FALSE,,,TRUE,MCQ,
142,15,Amazing Animals: Review,Can omnivores eat both plants and animals?,Yes,No,,,Yes,MCQ,
143,15,Amazing Animals: Review,Which of these is a reptile?,Dolphin,Sparrow,Rabbit,Crocodile,Crocodile,MCQ,
144,15,Amazing Animals: Review,Which animal usually lives in a rainforest?,Orangutan,Polar Bear,Camel,Penguin,Orangutan,MCQ,
145,15,Amazing Animals: Review,Which animal is the top predator in this food chain: Grass â†’ Deer â†’ Tiger?,Deer,Tiger,Rabbit,Grass,Tiger,MCQ,
146,15,Amazing Animals: Review,Which adaptation helps a duck swim?,Webbed feet,Sharp claws,Thick fur,Long neck,Webbed feet,MCQ,
147,15,Amazing Animals: Review,Which animal is endangered because of habitat loss and illegal hunting?,Rhino,Goat,Chicken,Cat,Rhino,MCQ,
148,15,Amazing Animals: Review,Which action protects oceans?,Cut mangroves,River rubbish,Reduce plastic,Hunt turtles,Reduce plastic,MCQ,
149,15,Amazing Animals: Review,Match the animal with its group.,,,,,,Match,"[{""left"":""Whale"",""right"":""Mammal""},{""left"":""Crocodile"",""right"":""Reptile""},{""left"":""Salmon"",""right"":""Fish""},{""left"":""Frog"",""right"":""Amphibian""}]"
150,15,Amazing Animals: Review,Match the animal with its diet.,,,,,,Match,"[{""left"":""Elephant"",""right"":""Herbivore""},{""left"":""Tiger"",""right"":""Carnivore""},{""left"":""Crow"",""right"":""Omnivore""},{""left"":""Giraffe"",""right"":""Herbivore""}]"
151,16,Human Body Explorer,The heart pumps blood around the body.,TRUE,FALSE,,,TRUE,MCQ,
152,16,Human Body Explorer,The lungs help us digest food.,TRUE,FALSE,,,FALSE,MCQ,
153,16,Human Body Explorer,Does the brain help us think?,Yes,No,,,Yes,MCQ,
154,16,Human Body Explorer,Which organ pumps blood?,Brain,Lungs,Stomach,Heart,Heart,MCQ,
155,16,Human Body Explorer,Which organ helps us breathe?,Liver,Lungs,Stomach,Heart,Lungs,MCQ,
156,16,Human Body Explorer,Which organ helps us think and learn?,Heart,Brain,Stomach,Lungs,Brain,MCQ,
157,16,Human Body Explorer,Which organ helps digest food?,Heart,Brain,Stomach,Lungs,Stomach,MCQ,
158,16,Human Body Explorer,Which is the largest organ of the human body?,Lungs,Heart,Brain,Skin,Skin,MCQ,
159,16,Human Body Explorer,Match the organ with its job.,,,,,,Match,"[{""left"":""Heart"",""right"":""Pumps blood""},{""left"":""Brain"",""right"":""Controls the body""},{""left"":""Lungs"",""right"":""Help us breathe""},{""left"":""Stomach"",""right"":""Digests food""}]"
160,16,Human Body Explorer,Match the organ with its function.,,,,,,Match,"[{""left"":""Skin"",""right"":""Protects the body""},{""left"":""Brain"",""right"":""Helps us think""},{""left"":""Heart"",""right"":""Pumps blood""},{""left"":""Lungs"",""right"":""Take in oxygen""}]"
161,17,Human Body Explorer,The skeleton gives our body shape.,TRUE,FALSE,,,TRUE,MCQ,
162,17,Human Body Explorer,Bones are soft like rubber.,TRUE,FALSE,,,FALSE,MCQ,
163,17,Human Body Explorer,Do bones protect important organs?,Yes,No,,,Yes,MCQ,
164,17,Human Body Explorer,Which bone protects the brain?,Skull,Spine,Leg Bone,Rib,Skull,MCQ,
165,17,Human Body Explorer,Which bones protect the heart and lungs?,Ribs,Arms,Skull,Legs,Ribs,MCQ,
166,17,Human Body Explorer,Which part helps you stand upright?,Stomach,Lungs,Heart,Spine,Spine,MCQ,
167,17,Human Body Explorer,What is the main job of the skeleton?,Help us smell,Make blood,Help us hear,Support the body,Support the body,MCQ,
168,17,Human Body Explorer,Which of these is a joint?,Brain,Heart,Knee,Lung,Knee,MCQ,
169,17,Human Body Explorer,Match the bone with what it protects.,,,,,,Match,"[{""left"":""Skull"",""right"":""Brain""},{""left"":""Ribs"",""right"":""Heart and Lungs""},{""left"":""Spine"",""right"":""Spinal Cord""},{""left"":""Leg Bones"",""right"":""Support Walking""}]"
170,17,Human Body Explorer,Match the body part with its description.,,,,,,Match,"[{""left"":""Skeleton"",""right"":""Gives body shape""},{""left"":""Joint"",""right"":""Connects bones""},{""left"":""Skull"",""right"":""Head bone""},{""left"":""Ribs"",""right"":""Chest bones""}]"
171,18,Human Body Explorer,Muscles help us move our body.,TRUE,FALSE,,,TRUE,MCQ,
172,18,Human Body Explorer,Muscles cannot work with bones.,TRUE,FALSE,,,FALSE,MCQ,
173,18,Human Body Explorer,Do muscles become stronger with exercise?,Yes,No,,,Yes,MCQ,
174,18,Human Body Explorer,Which part of the body helps you bend your arm?,Muscles,Bones,Teeth,Hair,Muscles,MCQ,
175,18,Human Body Explorer,Which activity helps make muscles stronger?,Exercise,Watching TV,Eating candy,Sleeping all day,Exercise,MCQ,
176,18,Human Body Explorer,What do muscles work with to help us move?,Hair,Bones,Teeth,Nails,Bones,MCQ,
177,18,Human Body Explorer,Which activity uses many muscles?,Watching TV,Sleeping,Reading a book,Running,Running,MCQ,
178,18,Human Body Explorer,Why stretch before exercise?,Change color,Stop breathing,Prepare muscles,Bone disappear,Prepare muscles,MCQ,
179,18,Human Body Explorer,Match the body part with its job.,,,,,,Match,"[{""left"":""Muscles"",""right"":""Help us move""},{""left"":""Bones"",""right"":""Support the body""},{""left"":""Joints"",""right"":""Allow bending""},{""left"":""Brain"",""right"":""Controls movement""}]"
180,18,Human Body Explorer,Match the activity with the body part used the most.,,,,,,Match,"[{""left"":""Running"",""right"":""Leg muscles""},{""left"":""Writing"",""right"":""Hand muscles""},{""left"":""Chewing"",""right"":""Jaw muscles""},{""left"":""Blinking"",""right"":""Eye muscles""}]"
181,19,Human Body Explorer,Washing your hands helps prevent germs from spreading.,TRUE,FALSE,,,TRUE,MCQ,
182,19,Human Body Explorer,Eating lots of candy every day is healthy.,TRUE,FALSE,,,FALSE,MCQ,
183,19,Human Body Explorer,Should you brush your teeth twice a day?,Yes,No,,,Yes,MCQ,
184,19,Human Body Explorer,Which food is the healthiest choice?,Apple,Chocolate,Candy,Potato Chips,Apple,MCQ,
185,19,Human Body Explorer,What should you do before eating?,Play games,Jump around,Watch TV,Wash your hands,Wash your hands,MCQ,
186,19,Human Body Explorer,Which drink is the best for keeping your body healthy?,Water,Soft Drink,Energy Drink,Soda,Water,MCQ,
187,19,Human Body Explorer,Why is enough sleep important?,Skip rest,Grow and rest,Change color,Replace exercise,Grow and rest,MCQ,
188,19,Human Body Explorer,Which habit keeps your body fit?,No sleep,Only sweets,Daily exercise,Skip breakfast,Daily exercise,MCQ,
189,19,Human Body Explorer,Match the healthy habit with its benefit.,,,,,,Match,"[{""left"":""Brush teeth"",""right"":""Keeps teeth clean""},{""left"":""Wash hands"",""right"":""Removes germs""},{""left"":""Exercise"",""right"":""Keeps muscles strong""},{""left"":""Drink water"",""right"":""Keeps the body hydrated""}]"
190,19,Human Body Explorer,Match the healthy food with its food group.,,,,,,Match,"[{""left"":""Apple"",""right"":""Fruit""},{""left"":""Carrot"",""right"":""Vegetable""},{""left"":""Milk"",""right"":""Dairy""},{""left"":""Fish"",""right"":""Protein""}]"
191,20,Human Body Explorer,The brain controls many activities in our body.,TRUE,FALSE,,,TRUE,MCQ,
192,20,Human Body Explorer,The stomach helps us breathe.,TRUE,FALSE,,,FALSE,MCQ,
193,20,Human Body Explorer,Does food go to the stomach after we swallow it?,Yes,No,,,Yes,MCQ,
194,20,Human Body Explorer,Which body system helps us breathe?,Muscular System,Skeletal System,Digestive System,Respiratory System,Respiratory System,MCQ,
195,20,Human Body Explorer,Which body system breaks down food?,Skeletal System,Respiratory System,Digestive System,Nervous System,Digestive System,MCQ,
