id,Level,Topic,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData
48,5,Amazing World,Which famous place is in Australia?,Sydney Opera House,Taj Mahal,Leaning Tower of Pisa,Christ the Redeemer,Sydney Opera House,MCQ,
49,5,Amazing World,Christ the Redeemer is in Brazil.,TRUE,FALSE,,,TRUE,MCQ,
50,5,Amazing World,Match each famous place with its country,,,,,,Match,"[{""left"":""Eiffel Tower"",""right"":""France""},{""left"":""Taj Mahal"",""right"":""India""},{""left"":""Great Wall"",""right"":""China""},{""left"":""Statue of Liberty"",""right"":""United States""}]"
51,6,Amazing World,What does a world map show?,The Earth,A classroom,A book,A playground,The Earth,MCQ,
52,6,Amazing World,A world map shows countries and oceans.,TRUE,FALSE,,,TRUE,MCQ,
53,6,Amazing World,Can you find countries on a world map?,Yes,No,,,Yes,MCQ,
54,6,Amazing World,Which color is usually used for oceans on a map?,Blue,Green,Red,Yellow,Blue,MCQ,
55,6,Amazing World,Land is usually shown in green or brown on a map.,TRUE,FALSE,,,TRUE,MCQ,
56,6,Amazing World,Which of these can you find on a world map?,Continents,Planets,Clouds,Buildings,Continents,MCQ,
57,6,Amazing World,Can a map help us find places?,Yes,No,,,Yes,MCQ,
58,6,Amazing World,Which of these is shown in blue on most world maps?,Ocean,Desert,Mountain,Road,Ocean,MCQ,
59,6,Amazing World,A map helps us learn about the world.,TRUE,FALSE,,,TRUE,MCQ,
60,6,Amazing World,Match each map feature with its meaning,,,,,,Match,"[{""left"":""Blue"",""right"":""Water""},{""left"":""Green"",""right"":""Land""},{""left"":""Continent"",""right"":""Large land area""},{""left"":""Ocean"",""right"":""Large body of water""}]"
61,7,Amazing World,How many main directions are there?,4,2,6,8,4,MCQ,
62,7,Amazing World,North is one of the four main directions.,TRUE,FALSE,,,TRUE,MCQ,
63,7,Amazing World,Is South a main direction?,Yes,No,,,Yes,MCQ,
64,7,Amazing World,Which direction is opposite to North?,South,East,West,Up,South,MCQ,
65,7,Amazing World,East is opposite to West.,TRUE,FALSE,,,TRUE,MCQ,
66,7,Amazing World,Which direction is opposite to East?,West,North,South,Left,West,MCQ,
67,7,Amazing World,Can a compass help us find directions?,Yes,No,,,Yes,MCQ,
68,7,Amazing World,Which direction does the Sun usually rise?,East,West,North,South,East,MCQ,
69,7,Amazing World,The Sun usually sets in the West.,TRUE,FALSE,,,TRUE,MCQ,
70,7,Amazing World,Match each direction with its opposite,,,,,,Match,"[{""left"":""North"",""right"":""South""},{""left"":""South"",""right"":""North""},{""left"":""East"",""right"":""West""},{""left"":""West"",""right"":""East""}]"
71,8,Amazing World,Which is a large area of water?,Ocean,Mountain,Valley,Forest,Ocean,MCQ,
72,8,Amazing World,A mountain is a landform.,TRUE,FALSE,,,TRUE,MCQ,
73,8,Amazing World,Is a river made of water?,Yes,No,,,Yes,MCQ,
74,8,Amazing World,Which landform is usually very high?,Mountain,Lake,River,Ocean,Mountain,MCQ,
75,8,Amazing World,A lake is surrounded by land.,TRUE,FALSE,,,TRUE,MCQ,
76,8,Amazing World,Which flows from one place to another?,River,Hill,Island,Desert,River,MCQ,
77,8,Amazing World,Is an island surrounded by water?,Yes,No,,,Yes,MCQ,
78,8,Amazing World,Which is a very large body of salt water?,Ocean,Pond,River,Lake,Ocean,MCQ,
79,8,Amazing World,A forest has many trees.,TRUE,FALSE,,,TRUE,MCQ,
80,8,Amazing World,Match each land or water form with its description,,,,,,Match,"[{""left"":""Mountain"",""right"":""Very high land""},{""left"":""River"",""right"":""Flowing water""},{""left"":""Lake"",""right"":""Water surrounded by land""},{""left"":""Island"",""right"":""Land surrounded by water""}]"
81,9,Amazing World,What do we call rain wind sunshine and snow together?,Weather,Season,Climate,Map,Weather,MCQ,
82,9,Amazing World,The Sun makes the day bright.,TRUE,FALSE,,,TRUE,MCQ,
83,9,Amazing World,Do we use an umbrella when it rains?,Yes,No,,,Yes,MCQ,
84,9,Amazing World,Which weather is best for building a snowman?,Snowy,Rainy,Sunny,Windy,Snowy,MCQ,
85,9,Amazing World,A rainbow usually appears after rain.,TRUE,FALSE,,,TRUE,MCQ,
86,9,Amazing World,Which season is usually the hottest?,Summer,Winter,Spring,Autumn,Summer,MCQ,
87,9,Amazing World,Is winter colder than summer?,Yes,No,,,Yes,MCQ,
88,9,Amazing World,Which weather should you wear a raincoat in?,Rainy,Sunny,Cloudy,Windy,Rainy,MCQ,
89,9,Amazing World,Clouds can bring rain.,TRUE,FALSE,,,TRUE,MCQ,
90,9,Amazing World,Match the weather with the best item to use,,,,,,Match,"[{""left"":""Rainy"",""right"":""Umbrella""},{""left"":""Sunny"",""right"":""Hat""},{""left"":""Snowy"",""right"":""Gloves""},{""left"":""Windy"",""right"":""Kite""}]"
91,10,Amazing World,Which wonder of the world is in India?,Taj Mahal,Eiffel Tower,Big Ben,Sydney Opera House,Taj Mahal,MCQ,
92,10,Amazing World,The Great Wall is in China.,TRUE,FALSE,,,TRUE,MCQ,
93,10,Amazing World,Is the Taj Mahal one of the world's famous wonders?,Yes,No,,,Yes,MCQ,
94,10,Amazing World,Which wonder is in Egypt?,Pyramids of Giza,Statue of Liberty,Colosseum,Big Ben,Pyramids of Giza,MCQ,
95,10,Amazing World,The Colosseum is in Italy.,TRUE,FALSE,,,TRUE,MCQ,
96,10,Amazing World,Which wonder is in Peru?,Machu Picchu,Great Wall,Taj Mahal,Eiffel Tower,Machu Picchu,MCQ,
97,10,Amazing World,Is the Great Wall one of the longest structures ever built?,Yes,No,,,Yes,MCQ,
98,10,Amazing World,Which wonder is in Jordan?,Petra,Christ the Redeemer,Big Ben,Sydney Opera House,Petra,MCQ,
99,10,Amazing World,Christ the Redeemer is in Brazil.,TRUE,FALSE,,,TRUE,MCQ,
100,10,Amazing World,Match each world wonder with its country,,,,,,Match,"[{""left"":""Taj Mahal"",""right"":""India""},{""left"":""Great Wall"",""right"":""China""},{""left"":""Petra"",""right"":""Jordan""},{""left"":""Machu Picchu"",""right"":""Peru""}]"
101,11,Countries and Cultures,What is the capital city of Bangladesh?,Dhaka,Chattogram,Khulna,Sylhet,Dhaka,MCQ,
102,11,Countries and Cultures,Dhaka is the capital of Bangladesh.,TRUE,FALSE,,,TRUE,MCQ,
103,11,Countries and Cultures,Is New Delhi the capital of India?,Yes,No,,,Yes,MCQ,
104,11,Countries and Cultures,What is the capital city of Japan?,Tokyo,Osaka,Kyoto,Hiroshima,Tokyo,MCQ,
105,11,Countries and Cultures,Beijing is the capital of China.,TRUE,FALSE,,,TRUE,MCQ,
106,11,Countries and Cultures,What is the capital city of Nepal?,Kathmandu,Pokhara,Lumbini,Biratnagar,Kathmandu,MCQ,
107,11,Countries and Cultures,Is London the capital of the United Kingdom?,Yes,No,,,Yes,MCQ,
108,11,Countries and Cultures,What is the capital city of France?,Paris,Lyon,Nice,Marseille,Paris,MCQ,
109,11,Countries and Cultures,Washington D.C. is the capital of the United States.,TRUE,FALSE,,,TRUE,MCQ,
110,11,Countries and Cultures,Match each country with its capital,,,,,,Match,"[{""left"":""Bangladesh"",""right"":""Dhaka""},{""left"":""India"",""right"":""New Delhi""},{""left"":""Japan"",""right"":""Tokyo""},{""left"":""France"",""right"":""Paris""}]"
111,12,Countries and Cultures,What is the national flower of Bangladesh?,Water Lily,Rose,Sunflower,Lotus,Water Lily,MCQ,
112,12,Countries and Cultures,The Royal Bengal Tiger is the national animal of Bangladesh.,TRUE,FALSE,,,TRUE,MCQ,
113,12,Countries and Cultures,Is the Bald Eagle the national bird of the United States?,Yes,No,,,Yes,MCQ,
114,12,Countries and Cultures,Which bird is the national bird of India?,Peacock,Parrot,Eagle,Sparrow,Peacock,MCQ,
115,12,Countries and Cultures,The Maple Leaf is a national symbol of Canada.,TRUE,FALSE,,,TRUE,MCQ,
116,12,Countries and Cultures,Which flower is a national symbol of Japan?,Cherry Blossom,Rose,Tulip,Daisy,Cherry Blossom,MCQ,
117,12,Countries and Cultures,Is the kangaroo a national symbol of Australia?,Yes,No,,,Yes,MCQ,
118,12,Countries and Cultures,Which animal is a national symbol of China?,Giant Panda,Lion,Elephant,Tiger,Giant Panda,MCQ,
119,12,Countries and Cultures,A national flag is a national symbol.,TRUE,FALSE,,,TRUE,MCQ,
120,12,Countries and Cultures,Match each country with one national symbol,,,,,,Match,"[{""left"":""Bangladesh"",""right"":""Water Lily""},{""left"":""India"",""right"":""Peacock""},{""left"":""Canada"",""right"":""Maple Leaf""},{""left"":""Australia"",""right"":""Kangaroo""}]"
121,13,Countries and Cultures,Which traditional clothing is commonly worn in Japan?,Kimono,Sari,Kilt,Hanbok,Kimono,MCQ,
122,13,Countries and Cultures,A kimono is a traditional dress of Japan.,TRUE,FALSE,,,TRUE,MCQ,
123,13,Countries and Cultures,Is a sari a traditional dress of India?,Yes,No,,,Yes,MCQ,
124,13,Countries and Cultures,Which traditional clothing is commonly worn in Scotland?,Kilt,Kimono,Ao Dai,Cheongsam,Kilt,MCQ,
125,13,Countries and Cultures,The hanbok is a traditional dress of South Korea.,TRUE,FALSE,,,TRUE,MCQ,
126,13,Countries and Cultures,Which traditional clothing is commonly worn in Vietnam?,Ao Dai,Kimono,Sari,Poncho,Ao Dai,MCQ,
127,13,Countries and Cultures,Is a kilt usually worn in Scotland?,Yes,No,,,Yes,MCQ,
128,13,Countries and Cultures,Which traditional clothing is commonly worn in China?,Cheongsam,Kimono,Hanbok,Kilt,Cheongsam,MCQ,
129,13,Countries and Cultures,People wear traditional clothes during festivals and special events.,TRUE,FALSE,,,TRUE,MCQ,
130,13,Countries and Cultures,Match each country with its traditional clothing,,,,,,Match,"[{""left"":""Japan"",""right"":""Kimono""},{""left"":""India"",""right"":""Sari""},{""left"":""Scotland"",""right"":""Kilt""},{""left"":""South Korea"",""right"":""Hanbok""}]"
131,14,Countries and Cultures,Which country is famous for sushi?,Japan,Italy,Mexico,India,Japan,MCQ,
132,14,Countries and Cultures,Pizza is a famous food from Italy.,TRUE,FALSE,,,TRUE,MCQ,
133,14,Countries and Cultures,Is tacos a famous food from Mexico?,Yes,No,,,Yes,MCQ,
134,14,Countries and Cultures,Which country is famous for croissants?,France,China,Brazil,Canada,France,MCQ,
135,14,Countries and Cultures,Hamburgers are popular in the United States.,TRUE,FALSE,,,TRUE,MCQ,
136,14,Countries and Cultures,Which country is famous for noodles and dumplings?,China,Australia,Egypt,Spain,China,MCQ,
137,14,Countries and Cultures,Is biryani a popular food in Bangladesh and India?,Yes,No,,,Yes,MCQ,
138,14,Countries and Cultures,Which country is famous for maple syrup?,Canada,Japan,India,Italy,Canada,MCQ,
139,14,Countries and Cultures,Sushi is usually made with rice.,TRUE,FALSE,,,TRUE,MCQ,
140,14,Countries and Cultures,Match each country with a famous food,,,,,,Match,"[{""left"":""Italy"",""right"":""Pizza""},{""left"":""Japan"",""right"":""Sushi""},{""left"":""Mexico"",""right"":""Tacos""},{""left"":""France"",""right"":""Croissant""}]"
141,15,Countries and Cultures,Which festival is famous for colorful powder in India?,Holi,Christmas,Eid,Halloween,Holi,MCQ,
142,15,Countries and Cultures,Christmas is celebrated in many countries around the world.,TRUE,FALSE,,,TRUE,MCQ,
143,15,Countries and Cultures,Is Eid celebrated by Muslims around the world?,Yes,No,,,Yes,MCQ,
144,15,Countries and Cultures,Which festival is known as the Festival of Lights in India?,Diwali,Holi,Thanksgiving,Carnival,Diwali,MCQ,
145,15,Countries and Cultures,Chinese New Year is also called the Lunar New Year.,TRUE,FALSE,,,TRUE,MCQ,
146,15,Countries and Cultures,Which festival is famous for costumes and trick or treat?,Halloween,Easter,Holi,Eid,Halloween,MCQ,
147,15,Countries and Cultures,Do people decorate Christmas trees during Christmas?,Yes,No,,,Yes,MCQ,
148,15,Countries and Cultures,Which festival is celebrated with lanterns in many Asian countries?,Lantern Festival,Diwali,Halloween,Thanksgiving,Lantern Festival,MCQ,
149,15,Countries and Cultures,Thanksgiving is a festival celebrated in the United States and Canada.,TRUE,FALSE,,,TRUE,MCQ,
150,15,Countries and Cultures,Match each festival with a well known tradition,,,,,,Match,"[{""left"":""Holi"",""right"":""Colors""},{""left"":""Christmas"",""right"":""Christmas Tree""},{""left"":""Halloween"",""right"":""Costumes""},{""left"":""Chinese New Year"",""right"":""Dragon Dance""}]"
151,16,Countries and Cultures,Which language is mainly spoken in Bangladesh?,Bangla,English,Hindi,Japanese,Bangla,MCQ,
152,16,Countries and Cultures,People in Japan mainly speak Japanese.,TRUE,FALSE,,,TRUE,MCQ,
153,16,Countries and Cultures,Is English spoken in many countries?,Yes,No,,,Yes,MCQ,
154,16,Countries and Cultures,Which language is mainly spoken in France?,French,Spanish,Italian,German,French,MCQ,
155,16,Countries and Cultures,Spanish is mainly spoken in Spain.,TRUE,FALSE,,,TRUE,MCQ,
156,16,Countries and Cultures,Which language is mainly spoken in China?,Chinese,Korean,Thai,Russian,Chinese,MCQ,
157,16,Countries and Cultures,Do people in Germany mainly speak German?,Yes,No,,,Yes,MCQ,
158,16,Countries and Cultures,Which language is mainly spoken in South Korea?,Korean,Japanese,Chinese,Vietnamese,Korean,MCQ,
159,16,Countries and Cultures,People around the world speak many different languages.,TRUE,FALSE,,,TRUE,MCQ,
160,16,Countries and Cultures,Match each country with its main language,,,,,,Match,"[{""left"":""Bangladesh"",""right"":""Bangla""},{""left"":""Japan"",""right"":""Japanese""},{""left"":""France"",""right"":""French""},{""left"":""Germany"",""right"":""German""}]"
161,17,Countries and Cultures,Which home is made of blocks of ice?,Igloo,Tree House,Apartment,Hut,Igloo,MCQ,
162,17,Countries and Cultures,An igloo is made from snow and ice.,TRUE,FALSE,,,TRUE,MCQ,
163,17,Countries and Cultures,Do many people live in apartments in cities?,Yes,No,,,Yes,MCQ,
164,17,Countries and Cultures,Which home is built high in a tree?,Tree House,Igloo,Tent,Cottage,Tree House,MCQ,
165,17,Countries and Cultures,A tent can be moved from one place to another.,TRUE,FALSE,,,TRUE,MCQ,
166,17,Countries and Cultures,Which home is often used while camping?,Tent,Apartment,Castle,Office,Tent,MCQ,
167,17,Countries and Cultures,Can people live in houses made of wood?,Yes,No,,,Yes,MCQ,
168,17,Countries and Cultures,Which home is usually found in very cold places?,Igloo,Beach House,Tree House,Hut,Igloo,MCQ,
169,17,Countries and Cultures,People around the world live in different kinds of homes.,TRUE,FALSE,,,TRUE,MCQ,
170,17,Countries and Cultures,Match each home with its description,,,,,,Match,"[{""left"":""Igloo"",""right"":""Made of ice""},{""left"":""Tent"",""right"":""Used for camping""},{""left"":""Tree House"",""right"":""Built in a tree""},{""left"":""Apartment"",""right"":""Part of a large building""}]"
171,18,Countries and Cultures,What do many children around the world go to every day?,School,Hospital,Airport,Factory,School,MCQ,
172,18,Countries and Cultures,Children around the world like to play games.,TRUE,FALSE,,,TRUE,MCQ,
173,18,Countries and Cultures,Do children in different countries have friends?,Yes,No,,,Yes,MCQ,
174,18,Countries and Cultures,What do children use to carry books to school?,School Bag,Helmet,Umbrella,Suitcase,School Bag,MCQ,
175,18,Countries and Cultures,Many children enjoy reading books.,TRUE,FALSE,,,TRUE,MCQ,
176,18,Countries and Cultures,What do children usually do at school?,Learn,Drive Cars,Fly Airplanes,Build Roads,Learn,MCQ,
177,18,Countries and Cultures,Do children around the world celebrate birthdays?,Yes,No,,,Yes,MCQ,
178,18,Countries and Cultures,What helps children stay healthy?,Healthy Food,Candy Only,Watching TV All Day,Skipping Sleep,Healthy Food,MCQ,
179,18,Countries and Cultures,Children from different countries can learn from each other.,TRUE,FALSE,,,TRUE,MCQ,
180,18,Countries and Cultures,Match each activity with its place,,,,,,Match,"[{""left"":""Study"",""right"":""School""},{""left"":""Play"",""right"":""Playground""},{""left"":""Read"",""right"":""Library""},{""left"":""Swim"",""right"":""Swimming Pool""}]"
181,19,Countries and Cultures,Who was the first President of the United States?,George Washington,Abraham Lincoln,Nelson Mandela,Mahatma Gandhi,George Washington,MCQ,
182,19,Countries and Cultures,Nelson Mandela was a leader from South Africa.,TRUE,FALSE,,,TRUE,MCQ,
183,19,Countries and Cultures,Was Mahatma Gandhi a leader from India?,Yes,No,,,Yes,MCQ,
184,19,Countries and Cultures,Which leader is known for helping India gain independence through nonviolent protest?,Mahatma Gandhi,George Washington,Julius Caesar,Christopher Columbus,Mahatma Gandhi,MCQ,
185,19,Countries and Cultures,Bangabandhu Sheikh Mujibur Rahman is known as the Father of the Nation of Bangladesh.,TRUE,FALSE,,,TRUE,MCQ,
186,19,Countries and Cultures,Which leader became the first President of South Africa after apartheid ended?,Nelson Mandela,Winston Churchill,Abraham Lincoln,Queen Elizabeth II,Nelson Mandela,MCQ,
187,19,Countries and Cultures,Did Abraham Lincoln serve as a President of the United States?,Yes,No,,,Yes,MCQ,
188,19,Countries and Cultures,Which famous leader is known as the Father of the Nation of Bangladesh?,Bangabandhu Sheikh Mujibur Rahman,Mahatma Gandhi,Nelson Mandela,George Washington,Bangabandhu Sheikh Mujibur Rahman,MCQ,
189,19,Countries and Cultures,Good leaders help and serve people.,TRUE,FALSE,,,TRUE,MCQ,
190,19,Countries and Cultures,Match each leader with the country they are most closely associated with,,,,,,Match,"[{""left"":""Bangabandhu Sheikh Mujibur Rahman"",""right"":""Bangladesh""},{""left"":""Mahatma Gandhi"",""right"":""India""},{""left"":""Nelson Mandela"",""right"":""South Africa""},{""left"":""George Washington"",""right"":""United States""}]"
191,20,Countries and Cultures,People around the world celebrate different traditions.,TRUE,FALSE,,,TRUE,MCQ,
192,20,Countries and Cultures,What do people often wear during cultural festivals?,Traditional Clothes,School Uniform,Sports Jersey,Pajamas,Traditional Clothes,MCQ,
193,20,Countries and Cultures,Do people in different countries have different traditions?,Yes,No,,,Yes,MCQ,
194,20,Countries and Cultures,What is a common way to welcome guests in many cultures?,Greet Them Politely,Ignore Them,Run Away,Close The Door,Greet Them Politely,MCQ,
195,20,Countries and Cultures,Traditional music and dance are part of culture.,TRUE,FALSE,,,TRUE,MCQ,
196,20,Countries and Cultures,What do many families enjoy together during festivals?,Special Meals,Homework,Office Work,Driving Lessons,Special Meals,MCQ,
197,20,Countries and Cultures,Is it important to respect other cultures?,Yes,No,,,Yes,MCQ,
198,20,Countries and Cultures,Which of these is part of a culture?,Language,Football Score,Computer Password,Bus Ticket,Language,MCQ,
199,20,Countries and Cultures,People can learn from other cultures.,TRUE,FALSE,,,TRUE,MCQ,
200,20,Countries and Cultures,Match each tradition with its example,,,,,,Match,"[{""left"":""Festival"",""right"":""Celebration""},{""left"":""Traditional Food"",""right"":""Special Meal""},{""left"":""Traditional Dance"",""right"":""Cultural Performance""},{""left"":""Greeting"",""right"":""Saying Hello""}]"
201,21,Famous Places Explorer,In which country is the Taj Mahal?,India,China,France,Egypt,India,MCQ,
202,21,Famous Places Explorer,The Taj Mahal is in India.,TRUE,FALSE,,,TRUE,MCQ,
203,21,Famous Places Explorer,Is the Taj Mahal one of the most famous buildings in the world?,Yes,No,,,Yes,MCQ,
204,21,Famous Places Explorer,What color is the Taj Mahal mostly made of?,White,Blue,Green,Black,White,MCQ,
205,21,Famous Places Explorer,The Taj Mahal is made mainly of white marble.,TRUE,FALSE,,,TRUE,MCQ,
206,21,Famous Places Explorer,In which city is the Taj Mahal located?,Agra,Delhi,Mumbai,Jaipur,Agra,MCQ,
207,21,Famous Places Explorer,Do many tourists visit the Taj Mahal every year?,Yes,No,,,Yes,MCQ,
208,21,Famous Places Explorer,Which river flows beside the Taj Mahal?,Yamuna,Ganges,Nile,Amazon,Yamuna,MCQ,
209,21,Famous Places Explorer,The Taj Mahal is a UNESCO World Heritage Site.,TRUE,FALSE,,,TRUE,MCQ,
210,21,Famous Places Explorer,Match each item with the Taj Mahal,,,,,,Match,"[{""left"":""Country"",""right"":""India""},{""left"":""City"",""right"":""Agra""},{""left"":""Material"",""right"":""White Marble""},{""left"":""River"",""right"":""Yamuna""}]"
211,22,Famous Places Explorer,In which country is the Great Wall?,China,India,Japan,Egypt,China,MCQ,
212,22,Famous Places Explorer,The Great Wall is in China.,TRUE,FALSE,,,TRUE,MCQ,
213,22,Famous Places Explorer,Is the Great Wall one of the longest walls in the world?,Yes,No,,,Yes,MCQ,
214,22,Famous Places Explorer,What was the Great Wall mainly built to do?,Protect The Country,Grow Crops,Store Water,Build Houses,Protect The Country,MCQ,
215,22,Famous Places Explorer,The Great Wall was built many years ago.,TRUE,FALSE,,,TRUE,MCQ,
216,22,Famous Places Explorer,Which material was used to build parts of the Great Wall?,Stone,Glass,Plastic,Rubber,Stone,MCQ,
217,22,Famous Places Explorer,Do many tourists visit the Great Wall every year?,Yes,No,,,Yes,MCQ,
218,22,Famous Places Explorer,Which continent is China in?,Asia,Europe,Africa,South America,Asia,MCQ,
219,22,Famous Places Explorer,The Great Wall is a UNESCO World Heritage Site.,TRUE,FALSE,,,TRUE,MCQ,
220,22,Famous Places Explorer,Match each item with the Great Wall,,,,,,Match,"[{""left"":""Country"",""right"":""China""},{""left"":""Continent"",""right"":""Asia""},{""left"":""Material"",""right"":""Stone""},{""left"":""Purpose"",""right"":""Protection""}]"
221,23,Famous Places Explorer,In which country is the Eiffel Tower?,France,Italy,Germany,Spain,France,MCQ,
222,23,Famous Places Explorer,The Eiffel Tower is in France.,TRUE,FALSE,,,TRUE,MCQ,
223,23,Famous Places Explorer,Is the Eiffel Tower in the city of Paris?,Yes,No,,,Yes,MCQ,
224,23,Famous Places Explorer,What is the Eiffel Tower mainly made of?,Iron,Wood,Glass,Marble,Iron,MCQ,
225,23,Famous Places Explorer,The Eiffel Tower is one of the most famous landmarks in the world.,TRUE,FALSE,,,TRUE,MCQ,
226,23,Famous Places Explorer,Which city is the Eiffel Tower in?,Paris,Lyon,Nice,Marseille,Paris,MCQ,
227,23,Famous Places Explorer,Do many tourists visit the Eiffel Tower every year?,Yes,No,,,Yes,MCQ,
228,23,Famous Places Explorer,Which continent is France in?,Europe,Asia,Africa,North America,Europe,MCQ,
229,23,Famous Places Explorer,The Eiffel Tower lights up at night.,TRUE,FALSE,,,TRUE,MCQ,
230,23,Famous Places Explorer,Match each item with the Eiffel Tower,,,,,,Match,"[{""left"":""Country"",""right"":""France""},{""left"":""City"",""right"":""Paris""},{""left"":""Material"",""right"":""Iron""},{""left"":""Continent"",""right"":""Europe""}]"
231,24,Famous Places Explorer,In which country are the Pyramids of Giza?,Egypt,India,Peru,China,Egypt,MCQ,
232,24,Famous Places Explorer,The Pyramids of Giza are in Egypt.,TRUE,FALSE,,,TRUE,MCQ,
233,24,Famous Places Explorer,Are the Pyramids of Giza very old?,Yes,No,,,Yes,MCQ,
